Abschnitt,Abteilung,Gruppe,Klasse,Art,Code,Name_de
"A","","","","","A","LAND- UND FORSTWIRTSCHAFT, FISCHEREI"
"","","","","853200","853200","Berufsbildende weiterführende Schulen"
"","","854","","","854","Tertiärer Unterricht"
"","","","8541","","8541","Post-sekundärer, nicht tertiärer Unterricht"
"","","","","854100","854100","Post-sekundärer, nicht tertiärer Unterricht"
"","","","8542","","8542","Tertiärer Unterricht"
"","","","","854201","854201","Universitäre Hochschulen"
"","","","","854202","854202","Fachhochschulen"
"","","","","854203","854203","Andere Ausbildungsstätten der höheren Berufsbildung"
"","","855","","","855","Sonstiger Unterricht"
"","","","8551","","8551","Sport- und Freizeitunterricht"
"","","","","855100","855100","Sport- und Freizeitunterricht"
"","","","8552","","8552","Kulturunterricht"
"","","","","855200","855200","Kulturunterricht"
"","","","8553","","8553","Fahr- und Flugschulen"
"","","","","855300","855300","Fahr- und Flugschulen"
"","","","8559","","8559","Sonstiger Unterricht a. n. g."
"","","","","855901","855901","Sprachunterricht"
"","","","","855902","855902","Informatikunterricht"
"","","","","855903","855903","Berufliche Erwachsenenbildung"
"","","","","855904","855904","Sonstiger Unterricht a. n. g."
"","","856","","","856","Erbringung von Dienstleistungen für den Unterricht"
"","","","8560","","8560","Erbringung von Dienstleistungen für den Unterricht"
"","","","","856000","856000","Erbringung von Dienstleistungen für den Unterricht"
"Q","","","","","Q","GESUNDHEITS- UND SOZIALWESEN"
"","86","","","","86","Gesundheitswesen"
"","","861","","","861","Krankenhäuser"
"","","","8610","","8610","Krankenhäuser"
"","","","","861001","861001","Allgemeine Krankenhäuser"
"","","","","861002","861002","Spezialkliniken"
"","","862","","","862","Arzt- und Zahnarztpraxen"
"","","","8621","","8621","Arztpraxen für Allgemeinmedizin"
"","","","","862100","862100","Arztpraxen für Allgemeinmedizin"
"","","","8622","","8622","Facharztpraxen"
"","","","","862200","862200","Facharztpraxen"
"","","","8623","","8623","Zahnarztpraxen"
"","","","","862300","862300","Zahnarztpraxen"
"","","869","","","869","Gesundheitswesen a. n. g."
"","","","8690","","8690","Gesundheitswesen a. n. g."
"","","","","869001","869001","Psychotherapie und Psychologie"
"","","","","869002","869002","Physiotherapie"
"","","","","869003","869003","Aktivitäten der Krankenschwestern, Hauspflege"
"","","","","869004","869004","Aktivitäten der Hebammen"
"","","","","869005","869005","Sonstige Aktivitäten der nicht-ärztlichen Medizinalberufe"
"","","","","869006","869006","Medizinische Labors"
"","","","","869007","869007","Sonstiges Gesundheitswesen a. n. g."
"","87","","","","87","Heime (ohne Erholungs- und Ferienheime)"
"","","871","","","871","Pflegeheime"
"","","","8710","","8710","Pflegeheime"
"","","","","871000","871000","Pflegeheime"
"","","872","","","872","Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung u. Ä."
"","","","8720","","8720","Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung u. Ä."
"","","","","872001","872001","Institutionen für Suchtkranke"
"","","","","872002","872002","Institutionen für psychosoziale Fälle"
"","","873","","","873","Altenheime; Alten- und Behindertenwohnheime"
"","","","8730","","8730","Altenheime; Alten- und Behindertenwohnheime"
"","","","","873001","873001","Altersheime"
"","","","","873002","873002","Institutionen für Behinderte"
"","","879","","","879","Sonstige Heime (ohne Erholungs- und Ferienheime)"
"","","","8790","","8790","Sonstige Heime (ohne Erholungs- und Ferienheime)"
"","","","","879001","879001","Wohnheime für Kinder und Jugendliche"
"","","","","879002","879002","Erziehungsheime"
"","","","","879003","879003","Sonstige Wohnheime"
"","88","","","","88","Sozialwesen (ohne Heime)"
"","","881","","","881","Soziale Betreuung älterer Menschen und Behinderter"
"","","","8810","","8810","Soziale Betreuung älterer Menschen und Behinderter"
"","","","","881000","881000","Soziale Betreuung älterer Menschen und Behinderter"
"","","889","","","889","Sonstiges Sozialwesen (ohne Heime)"
"","","","8891","","8891","Tagesbetreuung von Kindern"
"","","","","889100","889100","Tagesbetreuung von Kindern"
"","","","8899","","8899","Sonstiges Sozialwesen a. n. g."
"","","","","889901","889901","Organisationen der Wohlfahrtspflege"
"","","","","889902","889902","Sonstiges Sozialwesen a. n. g."
"R","","","","","R","KUNST, UNTERHALTUNG UND ERHOLUNG"
"","90","","","","90","Kreative, künstlerische und unterhaltende Tätigkeiten"
"","","900","","","900","Kreative, künstlerische und unterhaltende Tätigkeiten"
"","","","9001","","9001","Darstellende Kunst"
"","","","","900101","900101","Theater- und Ballettgruppen"
"","","","","900102","900102","Orchester, Chöre, Musiker"
"","","","9002","","9002","Erbringung von Dienstleistungen für die darstellende Kunst"
"","","","","900200","900200","Erbringung von Dienstleistungen für die darstellende Kunst"
"","","","9003","","9003","Künstlerisches und schriftstellerisches Schaffen"
"","","","","900301","900301","Selbstständige bildende Künstler"
"","","","","900302","900302","Sonstige künstlerische und schriftstellerische Tätigkeiten und Darbietungen"
"","","","","900303","900303","Selbstständige Journalisten"
"","","","9004","","9004","Betrieb von Kultur- und Unterhaltungseinrichtungen"
"","","","","900400","900400","Betrieb von Kultur- und Unterhaltungseinrichtungen"
"","91","","","","91","Bibliotheken, Archive, Museen, botanische und zoologische Gärten"
"","","910","","","910","Bibliotheken, Archive, Museen, botanische und zoologische Gärten"
"","","","9101","","9101","Bibliotheken und Archive"
"","","","","910100","910100","Bibliotheken und Archive"
"","","","9102","","9102","Museen"
"","","","","910200","910200","Museen"
"","","","9103","","9103","Betrieb von historischen Stätten und Gebäuden und ähnlichen Attraktionen"
"","","","","910300","910300","Betrieb von historischen Stätten und Gebäuden und ähnlichen Attraktionen"
"","","","9104","","9104","Botanische und zoologische Gärten sowie Naturparks"
"","","","","910400","910400","Botanische und zoologische Gärten sowie Naturparks"
"","92","","","","92","Spiel-, Wett- und Lotteriewesen"
"","","920","","","920","Spiel-, Wett- und Lotteriewesen"
"","","","9200","","9200","Spiel-, Wett- und Lotteriewesen"
"","","","","920000","920000","Spiel-, Wett- und Lotteriewesen"
"","93","","","","93","Erbringung von Dienstleistungen des Sports, der Unterhaltung und der Erholung"
"","","931","","","931","Erbringung von Dienstleistungen des Sports"
"","","","9311","","9311","Betrieb von Sportanlagen"
"","","","","931100","931100","Betrieb von Sportanlagen"
"","","","9312","","9312","Sportvereine"
"","","","","931200","931200","Sportvereine"
"","","","9313","","9313","Fitnesszentren"
"","","","","931300","931300","Gymnastik- und Fitnesszentren"
"","","","9319","","9319","Erbringung von sonstigen Dienstleistungen des Sports"
"","","","","931900","931900","Erbringung von sonstigen Dienstleistungen des Sports"
"","","932","","","932","Erbringung von sonstigen Dienstleistungen der Unterhaltung und der Erholung"
"","","","9321","","9321","Vergnügungs- und Themenparks"
"","","","","932100","932100","Vergnügungs- und Themenparks"
"","","","9329","","9329","Erbringung von Dienstleistungen der Unterhaltung und der Erholung a. n. g."
"","","","","932900","932900","Erbringung von Dienstleistungen der Unterhaltung und der Erholung a. n. g."
"S","","","","","S","ERBRINGUNG VON SONSTIGEN DIENSTLEISTUNGEN"
"","94","","","","94","Interessenvertretungen sowie kirchliche und sonstige religiöse Vereinigungen (ohne Sozialwesen und Sport)"
"","","941","","","941","Wirtschafts- und Arbeitgeberverbände, Berufsorganisationen"
"","","","9411","","9411","Wirtschafts- und Arbeitgeberverbände"
"","","","","941100","941100","Wirtschafts- und Arbeitgeberverbände"
"","","","9412","","9412","Berufsorganisationen"
"","","","","941200","941200","Berufsorganisationen"
"","","942","","","942","Arbeitnehmervereinigungen"
"","","","9420","","9420","Arbeitnehmervereinigungen"
"","","","","942000","942000","Arbeitnehmervereinigungen"
"","","949","","","949","Kirchliche Vereinigungen; politische Parteien sowie sonstige Interessenvertretungen und Vereinigungen a. n. g."
"","","","9491","","9491","Kirchliche und sonstige religiöse Vereinigungen"
"","","","","949101","949101","Kirchgemeinden und religiöse Vereinigungen"
"","","","","949102","949102","Klöster und Ordensgemeinschaften"
"","","","9492","","9492","Politische Parteien und Vereinigungen"
"","","","","949200","949200","Politische Parteien und Vereinigungen"
"","","","9499","","9499","Sonstige Interessenvertretungen und Vereinigungen a. n. g."
"","","","","949901","949901","Organisationen der Kultur, Bildung, Wissenschaft und Forschung"
"","","","","949902","949902","Organisationen des Gesundheitswesens"
"","","","","949903","949903","Jugendorganisationen"
"","","","","949904","949904","Sonstige Interessenvertretungen und Vereinigungen a. n. g."
"","95","","","","95","Reparatur von Datenverarbeitungsgeräten und Gebrauchsgütern"
"","","951","","","951","Reparatur von Datenverarbeitungs- und Telekommunikationsgeräten"
"","","","9511","","9511","Reparatur von Datenverarbeitungsgeräten und peripheren Geräten"
"","","","","951100","951100","Reparatur von Datenverarbeitungsgeräten und peripheren Geräten"
"","","","9512","","9512","Reparatur von Telekommunikationsgeräten"
"","","","","951200","951200","Reparatur von Telekommunikationsgeräten"
"","","952","","","952","Reparatur von Gebrauchsgütern"
"","","","9521","","9521","Reparatur von Geräten der Unterhaltungselektronik"
"","","","","952100","952100","Reparatur von Geräten der Unterhaltungselektronik"
"","","","9522","","9522","Reparatur von elektrischen Haushaltsgeräten und Gartengeräten"
"","","","","952200","952200","Reparatur von elektrischen Haushaltsgeräten und Gartengeräten"
"","","","9523","","9523","Reparatur von Schuhen und Lederwaren"
"","","","","952300","952300","Reparatur von Schuhen und Lederwaren"
"","","","9524","","9524","Reparatur von Möbeln und Einrichtungsgegenständen"
"","","","","952400","952400","Reparatur von Möbeln und Einrichtungsgegenständen"
"","","","9525","","9525","Reparatur von Uhren und Schmuck"
"","","","","952500","952500","Reparatur von Uhren und Schmuck"
"","","","9529","","9529","Reparatur von sonstigen Gebrauchsgütern"
"","","","","952900","952900","Reparatur von sonstigen Gebrauchsgütern"
"","96","","","","96","Erbringung von sonstigen überwiegend persönlichen Dienstleistungen"
"","","960","","","960","Erbringung von sonstigen überwiegend persönlichen Dienstleistungen"
"","","","9601","","9601","Wäscherei und chemische Reinigung"
"","","","","960101","960101","Wäscherei"
"","","","","960102","960102","Textilreinigung"
"","","","9602","","9602","Frisör- und Kosmetiksalons"
"","","","","960201","960201","Coiffeursalons"
"","","","","960202","960202","Kosmetiksalons"
"","","","9603","","9603","Bestattungswesen"
"","","","","960300","960300","Bestattungswesen"
"","","","9604","","9604","Saunas, Solarien, Bäder u. Ä."
"","","","","960401","960401","Saunas, Solarien"
"","","","","960402","960402","Sonstiges Körperpflegegewerbe"
"","","","9609","","9609","Erbringung von sonstigen Dienstleistungen a. n. g."
"","","","","960900","960900","Erbringung von sonstigen Dienstleistungen a. n. g."
"T","","","","","T","PRIVATE HAUSHALTE MIT HAUSPERSONAL; HERSTELLUNG VON WAREN UND ERBRINGUNG VON DIENSTLEISTUNGEN DURCH PRIVATE HAUSHALTE FÜR DEN EIGENBEDARF OHNE AUSGEPRÄGTEN SCHWERPUNKT"
"","97","","","","97","Private Haushalte mit Hauspersonal"
"","","970","","","970","Private Haushalte mit Hauspersonal"
"","","","9700","","9700","Private Haushalte mit Hauspersonal"
"","","","","970000","970000","Private Haushalte mit Hauspersonal"
"","98","","","","98","Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt"
"","","981","","","981","Herstellung von Waren durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt"
"","","","9810","","9810","Herstellung von Waren durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt"
"","","","","981000","981000","Herstellung von Waren durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt"
"","","982","","","982","Erbringungen von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt"
"","","","9820","","9820","Erbringungen von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt"
"","","","","982000","982000","Erbringungen von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt"
"U","","","","","U","EXTERRITORIALE ORGANISATIONEN UND KÖRPERSCHAFTEN"
"","99","","","","99","Exterritoriale Organisationen und Körperschaften"
"","","990","","","990","Exterritoriale Organisationen und Körperschaften"
"","","","9900","","9900","Exterritoriale Organisationen und Körperschaften"
"","","","","990001","990001","Konsulate"
"","","","","990002","990002","Botschaften"
"","","","","990003","990003","Internationale Organisationen mit Behördecharakter"
