Abschnitt,Abteilung,Gruppe,Klasse,Art,Code,Name_de
"A","","","","","A","LAND- UND FORSTWIRTSCHAFT, FISCHEREI"
"","","","","382100","382100","Behandlung und Beseitigung nicht gefährlicher Abfälle"
"","","","3822","","3822","Behandlung und Beseitigung gefährlicher Abfälle"
"","","","","382200","382200","Behandlung und Beseitigung gefährlicher Abfälle"
"","","383","","","383","Rückgewinnung"
"","","","3831","","3831","Zerlegen von Schiffs- und Fahrzeugwracks und anderen Altwaren"
"","","","","383100","383100","Zerlegen von Schiffs- und Fahrzeugwracks und anderen Altwaren"
"","","","3832","","3832","Rückgewinnung sortierter Werkstoffe"
"","","","","383200","383200","Rückgewinnung sortierter Werkstoffe"
"","39","","","","39","Beseitigung von Umweltverschmutzungen und sonstige Entsorgung"
"","","390","","","390","Beseitigung von Umweltverschmutzungen und sonstige Entsorgung"
"","","","3900","","3900","Beseitigung von Umweltverschmutzungen und sonstige Entsorgung"
"","","","","390000","390000","Beseitigung von Umweltverschmutzungen und sonstige Entsorgung"
"F","","","","","F","BAUGEWERBE/BAU"
"","41","","","","41","Hochbau"
"","","411","","","411","Erschliessung von Grundstücken; Bauträger"
"","","","4110","","4110","Erschliessung von Grundstücken; Bauträger"
"","","","","411000","411000","Entwicklung von Bauprojekten"
"","","412","","","412","Bau von Gebäuden"
"","","","4120","","4120","Bau von Gebäuden"
"","","","","412001","412001","Allgemeiner Hochbau"
"","","","","412002","412002","Aktivitäten der Generalunternehmen im Baugewerbe"
"","","","","412003","412003","Allgemeiner Hoch- und Tiefbau ohne ausgeprägten Schwerpunkt"
"","","","","412004","412004","Unterhalt und Reparatur von Gebäuden"
"","42","","","","42","Tiefbau"
"","","421","","","421","Bau von Strassen und Bahnverkehrsstrecken"
"","","","4211","","4211","Bau von Strassen"
"","","","","421100","421100","Bau von Strassen"
"","","","4212","","4212","Bau von Bahnverkehrsstrecken"
"","","","","421200","421200","Bau von Bahnverkehrsstrecken"
"","","","4213","","4213","Brücken- und Tunnelbau"
"","","","","421300","421300","Brücken- und Tunnelbau"
"","","422","","","422","Leitungstiefbau und Kläranlagenbau"
"","","","4221","","4221","Rohrleitungstiefbau, Brunnenbau und Kläranlagenbau"
"","","","","422100","422100","Rohrleitungstiefbau, Brunnenbau und Kläranlagenbau"
"","","","4222","","4222","Kabelnetzleitungstiefbau"
"","","","","422200","422200","Kabelnetzleitungstiefbau"
"","","429","","","429","Sonstiger Tiefbau"
"","","","4291","","4291","Wasserbau"
"","","","","429100","429100","Wasserbau"
"","","","4299","","4299","Sonstiger Tiefbau a. n. g."
"","","","","429900","429900","Sonstiger Tiefbau a. n. g."
"","43","","","","43","Vorbereitende Baustellenarbeiten, Bauinstallation und sonstiges Ausbaugewerbe"
"","","431","","","431","Abbrucharbeiten und vorbereitende Baustellenarbeiten"
"","","","4311","","4311","Abbrucharbeiten"
"","","","","431100","431100","Abbrucharbeiten"
"","","","4312","","4312","Vorbereitende Baustellenarbeiten"
"","","","","431200","431200","Vorbereitende Baustellenarbeiten"
"","","","4313","","4313","Test- und Suchbohrung"
"","","","","431300","431300","Test- und Suchbohrung"
"","","432","","","432","Bauinstallation"
"","","","4321","","4321","Elektroinstallation"
"","","","","432100","432100","Elektroinstallation"
"","","","4322","","4322","Gas-, Wasser-, Heizungs- sowie Lüftungs- und Klimainstallation"
"","","","","432201","432201","Sanitärinstallation"
"","","","","432202","432202","Sanitärinstallation und Spenglerei"
"","","","","432203","432203","Sanitär- und Heizungsinstallation"
"","","","","432204","432204","Installation von Heizungs-, Lüftungs- und Klimaanlagen"
"","","","4329","","4329","Sonstige Bauinstallation"
"","","","","432901","432901","Dämmung gegen Kälte, Wärme, Schall und Erschütterung"
"","","","","432902","432902","Sonstige Bauinstallation"
"","","433","","","433","Sonstiger Ausbau"
"","","","4331","","4331","Anbringen von Stuckaturen, Gipserei und Verputzerei"
"","","","","433100","433100","Anbringen von Stuckaturen, Gipserei und Verputzerei"
"","","","4332","","4332","Bautischlerei und -schlosserei"
"","","","","433200","433200","Einbau von Fenster, Türen und Innenausbau, Einbauküchen, Einbaumöbel"
"","","","4333","","4333","Fussboden-, Fliesen- und Plattenlegerei, Tapeziererei"
"","","","","433301","433301","Verlegen von Fussboden"
"","","","","433302","433302","Verlegen von Fliesen und Platten"
"","","","","433303","433303","Tapeziererei"
"","","","4334","","4334","Malerei und Glaserei"
"","","","","433401","433401","Malerei"
"","","","","433402","433402","Malerei und Gipserei ohne ausgeprägten Schwerpunkt"
"","","","","433403","433403","Glaserei"
"","","","4339","","4339","Sonstiger Ausbau a. n. g."
"","","","","433900","433900","Sonstiger Ausbau a. n. g."
"","","439","","","439","Sonstige spezialisierte Bautätigkeiten"
"","","","4391","","4391","Dachdeckerei und Zimmerei"
"","","","","439101","439101","Holzbau, Zimmerei"
"","","","","439102","439102","Dachdeckerei"
"","","","","439103","439103","Bauspenglerei"
"","","","4399","","4399","Sonstige spezialisierte Bautätigkeiten a. n. g."
"","","","","439901","439901","Abdichtungen"
"","","","","439902","439902","Gerüstbau"
"","","","","439903","439903","Maurerarbeiten"
"","","","","439904","439904","Vermietung von Baumaschinen und -geräten mit Bedienungspersonal"
"","","","","439905","439905","Sonstiger spezialisierter Hoch- und Tiefbau a. n. g."
"G","","","","","G","HANDEL; INSTANDHALTUNG UND REPARATUR VON MOTORFAHRZEUGE"
"","45","","","","45","Handel mit Motorfahrzeugen; Instandhaltung und Reparatur von Motorfahrzeugen"
"","","451","","","451","Handel mit Automobilen"
"","","","4511","","4511","Handel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger"
"","","","","451101","451101","Handelsvermittlung und Grosshandel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger"
"","","","","451102","451102","Detailhandel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger"
"","","","4519","","4519","Handel mit Automobilen mit einem Gesamtgewicht von mehr als 3,5 t"
"","","","","451901","451901","Handelsvermittlung und Grosshandel mit Automobilen mit einem Gesamtgewicht von mehr als 3,5 t"
"","","","","451902","451902","Detailhandel mit Automobilen mit einem Gesamtgewicht von mehr als 3,5 t"
"","","452","","","452","Instandhaltung und Reparatur von Automobilen"
"","","","4520","","4520","Instandhaltung und Reparatur von Automobilen"
"","","","","452001","452001","Instandhaltung und Reparatur von Automobilen"
"","","","","452002","452002","Reparatur und Lackieren von Carrosserien"
"","","453","","","453","Handel mit Automobilteilen und -zubehör"
"","","","4531","","4531","Grosshandel mit Automobilteilen und -zubehör"
"","","","","453100","453100","Grosshandel mit Automobilteilen und -zubehör"
"","","","4532","","4532","Detailhandel mit Automobilteilen und -zubehör"
"","","","","453200","453200","Detailhandel mit Automobilteilen und -zubehör"
"","","454","","","454","Handel mit Motorrädern, Kraftradteilen und -zubehör; Instandhaltung und Reparatur von Motorrädern"
"","","","4540","","4540","Handel mit Motorrädern, Kraftradteilen und -zubehör; Instandhaltung und Reparatur von Motorrädern"
"","","","","454000","454000","Handel mit Motorrädern, Kraftradteilen und -zubehör; Instandhaltung und Reparatur von Motorrädern"
"","46","","","","46","Grosshandel (ohne Handel mit Motorfahrzeugen)"
"","","461","","","461","Handelsvermittlung"
"","","","4611","","4611","Handelsvermittlung von landwirtschaftlichen Grundstoffen, lebenden Tieren, textilen Rohstoffen und Halbwaren"
"","","","","461100","461100","Handelsvermittlung von landwirtschaftlichen Grundstoffen, lebenden Tieren, textilen Rohstoffen und Halbwaren"
"","","","4612","","4612","Handelsvermittlung von Brennstoffen, Erzen, Metallen und technischen Chemikalien"
"","","","","461200","461200","Handelsvermittlung von Brennstoffen, Erzen, Metallen und technischen Chemikalien"
"","","","4613","","4613","Handelsvermittlung von Holz, Baustoffen und Anstrichmitteln"
"","","","","461300","461300","Handelsvermittlung von Holz, Baustoffen und Anstrichmitteln"
"","","","4614","","4614","Handelsvermittlung von Maschinen, technischem Bedarf, Wasser- und Luftfahrzeugen"
"","","","","461400","461400","Handelsvermittlung von Maschinen, technischem Bedarf, Wasser- und Luftfahrzeugen"
"","","","4615","","4615","Handelsvermittlung von Möbeln, Einrichtungs- und Haushaltsgegenständen, Eisen- und Metallwaren"
"","","","","461500","461500","Handelsvermittlung von Möbeln, Einrichtungs- und Haushaltsgegenständen, Eisen- und Metallwaren"
"","","","4616","","4616","Handelsvermittlung von Textilien, Bekleidung, Schuhen und Lederwaren"
"","","","","461600","461600","Handelsvermittlung von Textilien, Bekleidung, Schuhen und Lederwaren"
"","","","4617","","4617","Handelsvermittlung von Nahrungsmitteln, Getränken und Tabakwaren"
"","","","","461700","461700","Handelsvermittlung von Nahrungsmitteln, Getränken und Tabakwaren"
"","","","4618","","4618","Handelsvermittlung von sonstigen Waren"
"","","","","461800","461800","Handelsvermittlung von sonstigen Waren"
"","","","4619","","4619","Handelsvermittlung von Waren ohne ausgeprägten Schwerpunkt"
"","","","","461900","461900","Handelsvermittlung von Waren ohne ausgeprägten Schwerpunkt"
"","","462","","","462","Grosshandel mit landwirtschaftlichen Grundstoffen und lebenden Tieren"
"","","","4621","","4621","Grosshandel mit Getreide, Rohtabak, Saatgut und Futtermitteln"
"","","","","462100","462100","Grosshandel mit Getreide, Rohtabak, Saatgut und Futtermitteln"
"","","","4622","","4622","Grosshandel mit Blumen und Pflanzen"
"","","","","462200","462200","Grosshandel mit Blumen und Pflanzen"
"","","","4623","","4623","Grosshandel mit lebenden Tieren"
"","","","","462300","462300","Grosshandel mit lebenden Tieren"
"","","","4624","","4624","Grosshandel mit Häuten, Fellen und Leder"
"","","","","462400","462400","Grosshandel mit Häuten, Fellen und Leder"
"","","463","","","463","Grosshandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren"
"","","","4631","","4631","Grosshandel mit Obst, Gemüse und Kartoffeln"
"","","","","463100","463100","Grosshandel mit Obst, Gemüse und Kartoffeln"
"","","","4632","","4632","Grosshandel mit Fleisch und Fleischwaren"
"","","","","463200","463200","Grosshandel mit Fleisch und Fleischwaren"
"","","","4633","","4633","Grosshandel mit Milch, Milcherzeugnissen, Eiern, Speiseölen und Nahrungsfetten"
"","","","","463300","463300","Grosshandel mit Milch, Milcherzeugnissen, Eiern, Speiseölen und Nahrungsfetten"
"","","","4634","","4634","Grosshandel mit Getränken"
"","","","","463401","463401","Grosshandel mit Wein und Spirituosen"
"","","","","463402","463402","Grosshandel mit sonstigen Getränken"
"","","","4635","","4635","Grosshandel mit Tabakwaren"
"","","","","463500","463500","Grosshandel mit Tabakwaren"
"","","","4636","","4636","Grosshandel mit Zucker, Süsswaren und Backwaren"
"","","","","463600","463600","Grosshandel mit Zucker, Süsswaren und Backwaren"
"","","","4637","","4637","Grosshandel mit Kaffee, Tee, Kakao und Gewürzen"
"","","","","463700","463700","Grosshandel mit Kaffee, Tee, Kakao und Gewürzen"
"","","","4638","","4638","Grosshandel mit sonstigen Nahrungs- und Genussmitteln"
"","","","","463800","463800","Grosshandel mit sonstigen Nahrungs- und Genussmitteln"
"","","","4639","","4639","Grosshandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren, ohne ausgeprägten Schwerpunkt"
"","","","","463900","463900","Grosshandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren, ohne ausgeprägten Schwerpunkt"
"","","464","","","464","Grosshandel mit Gebrauchs- und Verbrauchsgütern"
"","","","4641","","4641","Grosshandel mit Textilien"
"","","","","464100","464100","Grosshandel mit Textilien"
"","","","4642","","4642","Grosshandel mit Bekleidung und Schuhen"
"","","","","464201","464201","Grosshandel mit Bekleidung"
"","","","","464202","464202","Grosshandel mit Schuhen"
"","","","4643","","4643","Grosshandel mit Foto- und optischen Erzeugnissen, elektrischen Haushaltsgeräten und Geräten der Unterhaltungselektronik"
"","","","","464301","464301","Grosshandel mit elektrischen Haushaltsgeräten"
"","","","","464302","464302","Grosshandel mit Geräten der Unterhaltungselektronik"
"","","","","464303","464303","Grosshandel mit Foto- und Kinogeräten, feinmechanischen und optischen Erzeugnissen"
"","","","4644","","4644","Grosshandel mit keramischen Erzeugnissen, Glaswaren und Reinigungsmitteln"
"","","","","464400","464400","Grosshandel mit keramischen Erzeugnissen, Glaswaren und Reinigungsmitteln"
"","","","4645","","4645","Grosshandel mit kosmetischen Erzeugnissen und Körperpflegemitteln"
"","","","","464500","464500","Grosshandel mit kosmetischen Erzeugnissen und Körperpflegemitteln"
"","","","4646","","4646","Grosshandel mit pharmazeutischen, medizinischen und orthopädischen Erzeugnissen"
"","","","","464601","464601","Grosshandel mit pharmazeutischen Erzeugnissen"
"","","","","464602","464602","Grosshandel mit medizinischen, chirurgischen und orthopädischen Erzeugnissen"
"","","","4647","","4647","Grosshandel mit Möbeln, Teppichen, Lampen und Leuchten"
"","","","","464700","464700","Grosshandel mit Möbeln, Teppichen, Lampen und Leuchten"
"","","","4648","","4648","Grosshandel mit Uhren und Schmuck"
"","","","","464801","464801","Grosshandel mit Uhren"
"","","","","464802","464802","Grosshandel mit Schmuck"
"","","","4649","","4649","Grosshandel mit sonstigen Gebrauchs- und Verbrauchsgütern"
"","","","","464901","464901","Grosshandel mit Schreibwaren, Büchern und Zeitungen"
"","","","","464902","464902","Grosshandel mit Spielwaren"
"","","","","464903","464903","Grosshandel mit Sportartikeln"
"","","","","464904","464904","Grosshandel mit Lederwaren und Reiseartikeln"
"","","","","464905","464905","Grosshandel mit Geschenkartikeln und Souvenirs"
"","","","","464906","464906","Grosshandel mit sonstigen Gebrauchs- und Verbrauchsgütern a. n. g."
"","","465","","","465","Grosshandel mit Geräten der Informations- und Kommunikationstechnik"
"","","","4651","","4651","Grosshandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software"
"","","","","465101","465101","Grosshandel mit Datenverarbeitungsgeräten und peripheren Einheiten"
"","","","","465102","465102","Grosshandel mit Software"
"","","","4652","","4652","Grosshandel mit elektronischen Bauteilen und Telekommunikationsgeräten"
"","","","","465200","465200","Grosshandel mit elektronischen Bauteilen und Telekommunikationsgeräten"
"","","466","","","466","Grosshandel mit sonstigen Maschinen, Ausrüstungen und Zubehör"
"","","","4661","","4661","Grosshandel mit landwirtschaftlichen Maschinen, und Geräten"
"","","","","466100","466100","Grosshandel mit landwirtschaftlichen Maschinen und Geräten"
"","","","4662","","4662","Grosshandel mit Werkzeugmaschinen"
"","","","","466200","466200","Grosshandel mit Werkzeugmaschinen"
"","","","4663","","4663","Grosshandel mit Bergwerks-, Bau- und Baustoffmaschinen"
"","","","","466300","466300","Grosshandel mit Bergwerks-, Bau- und Baustoffmaschinen"
"","","","4664","","4664","Grosshandel mit Textil-, Näh- und Strickmaschinen"
"","","","","466400","466400","Grosshandel mit Textil-, Näh- und Strickmaschinen"
"","","","4665","","4665","Grosshandel mit Büromöbeln"
"","","","","466500","466500","Grosshandel mit Büromöbeln"
"","","","4666","","4666","Grosshandel mit sonstigen Büromaschinen und -einrichtungen"
"","","","","466600","466600","Grosshandel mit sonstigen Büromaschinen und -einrichtungen"
"","","","4669","","4669","Grosshandel mit sonstigen Maschinen und Ausrüstungen"
"","","","","466900","466900","Grosshandel mit sonstigen Maschinen und Ausrüstungen"
"","","467","","","467","Sonstiger Grosshandel"
"","","","4671","","4671","Grosshandel mit festen Brennstoffen und Mineralölerzeugnissen"
"","","","","467100","467100","Grosshandel mit festen Brennstoffen und Mineralölerzeugnissen"
"","","","4672","","4672","Grosshandel mit Erzen, Metallen und Metallhalbzeug"
"","","","","467200","467200","Grosshandel mit Erzen, Metallen und Metallhalbzeug"
"","","","4673","","4673","Grosshandel mit Holz, Baustoffen, Anstrichmitteln und Sanitärkeramik"
"","","","","467301","467301","Grosshandel mit Holz und Bauelementen aus Holz"
"","","","","467302","467302","Grosshandel mit Baustoffen"
"","","","","467303","467303","Grosshandel mit Flachglas, Anstrichmitteln und Sanitärkeramik"
"","","","4674","","4674","Grosshandel mit Metall- und Kunststoffwaren für Bauzwecke sowie Installationsbedarf für Gas, Wasser und Heizung"
"","","","","467400","467400","Grosshandel mit Metall- und Kunststoffwaren für Bauzwecke sowie Installationsbedarf für Gas, Wasser und Heizung"
"","","","4675","","4675","Grosshandel mit chemischen Erzeugnissen"
"","","","","467500","467500","Grosshandel mit chemischen Erzeugnissen"
"","","","4676","","4676","Grosshandel mit sonstigen Halbwaren"
"","","","","467600","467600","Grosshandel mit sonstigen Halbwaren"
"","","","4677","","4677","Grosshandel mit Altmaterialien und Reststoffen"
"","","","","467701","467701","Grosshandel mit Ersatzautoteile, Autoverwertung"
"","","","","467702","467702","Grosshandel mit Altmaterialien und Reststoffen"
"","","469","","","469","Grosshandel ohne ausgeprägten Schwerpunkt"
"","","","4690","","4690","Grosshandel ohne ausgeprägten Schwerpunkt"
"","","","","469000","469000","Grosshandel ohne ausgeprägten Schwerpunkt"
"","47","","","","47","Detailhandel (ohne Handel mit Motorfahrzeugen)"
"","","471","","","471","Detailhandel mit Waren verschiedener Art (in Verkaufsräumen)"
"","","","4711","","4711","Detailhandel mit Waren verschiedener Art, Hauptrichtung Nahrungs- und Genussmittel, Getränke und Tabakwaren"
"","","","","471101","471101","Verbrauchermärkte (> 2500 m2)"
"","","","","471102","471102","Grosse Supermärkte (1000-2499 m2)"
"","","","","471103","471103","Kleine Supermärkte (400-999 m2)"
"","","","","471104","471104","Grosse Geschäfte (100-399 m2)"
"","","","","471105","471105","Kleine Geschäfte (< 100 m2)"
"","","","4719","","4719","Sonstiger Detailhandel mit Waren verschiedener Art"
"","","","","471901","471901","Warenhäuser"
"","","","","471902","471902","Sonstiger Detailhandel mit Waren verschiedener Art a.n.g."
"","","472","","","472","Detailhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren (in Verkaufsräumen)"
"","","","4721","","4721","Detailhandel mit Obst, Gemüse und Kartoffeln"
"","","","","472100","472100","Detailhandel mit Obst, Gemüse und Kartoffeln"
"","","","4722","","4722","Detailhandel mit Fleisch und Fleischwaren"
"","","","","472200","472200","Detailhandel mit Fleisch und Fleischwaren"
"","","","4723","","4723","Detailhandel mit Fisch, Meeresfrüchten und Fischerzeugnissen"
"","","","","472300","472300","Detailhandel mit Fisch, Meeresfrüchten und Fischerzeugnissen"
"","","","4724","","4724","Detailhandel mit Back- und Süsswaren"
"","","","","472401","472401","Detailhandel mit Back- und Süsswaren"
"","","","","472402","472402","Bäckereien - Tea-Rooms"
"","","","4725","","4725","Detailhandel mit Getränken"
"","","","","472500","472500","Detailhandel mit Getränken"
"","","","4726","","4726","Detailhandel mit Tabakwaren"
"","","","","472600","472600","Detailhandel mit Tabakwaren"
"","","","4729","","4729","Sonstiger Detailhandel mit Nahrungs- und Genussmitteln"
"","","","","472901","472901","Detailhandel mit Milcherzeugnissen und Eiern"
"","","","","472902","472902","Sonstiger Fachdetailhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren a. n. g. (in Verkaufsräumen)"
"","","473","","","473","Detailhandel mit Motorenkraftstoffen (Tankstellen)"
"","","","4730","","4730","Detailhandel mit Motorenkraftstoffen (Tankstellen)"
"","","","","473000","473000","Detailhandel mit Motorenkraftstoffen (Tankstellen)"
"","","474","","","474","Detailhandel mit Geräten der Informations- und Kommunikationstechnik (in Verkaufsräumen)"
"","","","4741","","4741","Detailhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software"
"","","","","474100","474100","Detailhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software"
"","","","4742","","4742","Detailhandel mit Telekommunikationsgeräten"
"","","","","474200","474200","Detailhandel mit Telekommunikationsgeräten"
"","","","4743","","4743","Detailhandel mit Geräten der Unterhaltungselektronik"
"","","","","474300","474300","Detailhandel mit Geräten der Unterhaltungselektronik"
"","","475","","","475","Detailhandel mit sonstigen Haushaltsgeräten, Textilien, Heimwerker- und Einrichtungsbedarf (in Verkaufsräumen)"
"","","","4751","","4751","Detailhandel mit Textilien"
"","","","","475100","475100","Detailhandel mit Textilien"
"","","","4752","","4752","Detailhandel mit Metallwaren, Anstrichmitteln, Bau- und Heimwerkerbedarf"
"","","","","475201","475201","Detailhandel mit Eisen- und Metallwaren"
"","","","","475202","475202","Sonstiger Detailhandel mit Metallwaren, Anstrichmitteln, Bau- und Heimwerkerbedarf"
"","","","4753","","4753","Detailhandel mit Vorhängen, Teppichen, Fussbodenbelägen und Tapeten"
"","","","","475300","475300","Detailhandel mit Vorhängen, Teppichen, Fussbodenbelägen und Tapeten"
"","","","4754","","4754","Detailhandel mit elektrischen Haushaltsgeräten"
"","","","","475400","475400","Detailhandel mit elektrischen Haushaltsgeräten"
"","","","4759","","4759","Detailhandel mit Möbeln, Einrichtungsgegenständen und sonstigem Hausrat"
"","","","","475901","475901","Detailhandel mit Musikinstrumenten"
"","","","","475902","475902","Detailhandel mit Möbeln"
"","","","","475903","475903","Detailhandel mit Einrichtungsgegenständen und Hausrat a. n. g."
"","","476","","","476","Detailhandel mit Verlagsprodukten, Sportausrüstungen und Spielwaren (in Verkaufsräumen)"
"","","","4761","","4761","Detailhandel mit Büchern"
"","","","","476100","476100","Detailhandel mit Büchern"
"","","","4762","","4762","Detailhandel mit Zeitschriften, Zeitungen, Schreibwaren und Bürobedarf"
"","","","","476201","476201","Detailhandel mit Zeitschriften und Zeitungen; Kioske"
"","","","","476202","476202","Detailhandel mit Schreibwaren und Bürobedarf"
"","","","4763","","4763","Detailhandel mit bespielten Ton- und Bildträgern"
"","","","","476300","476300","Detailhandel mit bespielten Ton- und Bildträgern"
"","","","4764","","4764","Detailhandel mit Fahrrädern, Sport- und Campingartikeln"
"","","","","476401","476401","Detailhandel mit Fahrrädern"
"","","","","476402","476402","Detailhandel mit Sportartikeln"
"","","","4765","","4765","Detailhandel mit Spielwaren"
"","","","","476500","476500","Detailhandel mit Spielwaren"
"","","477","","","477","Detailhandel mit sonstigen Gütern (in Verkaufsräumen)"
"","","","4771","","4771","Detailhandel mit Bekleidung"
"","","","","477101","477101","Detailhandel mit Damenbekleidung"
"","","","","477102","477102","Detailhandel mit Herrenbekleidung"
"","","","","477103","477103","Detailhandel mit Säuglings- und Kinderbekleidung"
"","","","","477104","477104","Detailhandel mit Pelzwaren"
"","","","","477105","477105","Detailhandel mit Bekleidungszubehör und Bekleidung ohne ausgeprägten Schwerpunkt"
"","","","4772","","4772","Detailhandel mit Schuhen und Lederwaren"
"","","","","477201","477201","Detailhandel mit Schuhen"
"","","","","477202","477202","Detailhandel mit Lederwaren und Reiseartikeln"
"","","","4773","","4773","Apotheken"
"","","","","477300","477300","Apotheken"
"","","","4774","","4774","Detailhandel mit medizinischen und orthopädischen Artikeln"
"","","","","477400","477400","Detailhandel mit medizinischen und orthopädischen Artikeln"
"","","","4775","","4775","Detailhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln"
"","","","","477501","477501","Drogerien"
"","","","","477502","477502","Parfümerien und sonstiger Detailhandel mit kosmetischen Artikeln und Körperpflegemitteln"
"","","","4776","","4776","Detailhandel mit Blumen, Pflanzen, Sämereien, Düngemitteln, zoologischem Bedarf und lebenden Tieren"
"","","","","477601","477601","Detailhandel mit Getreide, Futtermitteln und Landesprodukten"
"","","","","477602","477602","Detailhandel mit Blumen und Pflanzen"
"","","","","477603","477603","Detailhandel mit Haustieren und zoologischem Bedarf für Haustiere"
"","","","4777","","4777","Detailhandel mit Uhren und Schmuck"
"","","","","477700","477700","Detailhandel mit Uhren und Schmuck"
"","","","4778","","4778","Sonstiger Detailhandel in Verkaufsräumen (ohne Antiquitäten und Gebrauchtwaren)"
"","","","","477801","477801","Detailhandel mit Brennstoffen und Heizmaterial"
"","","","","477802","477802","Detailhandel mit Brillen und anderen Sehhilfen"
"","","","","477803","477803","Detailhandel mit fotografischen Artikeln"
"","","","","477804","477804","Detailhandel mit Geschenkartikeln und Souvenirs"
"","","","","477805","477805","Kunsthandel"
"","","","","477806","477806","Sonstiger Fachdetailhandel a. n. g. (in Verkaufsräumen)"
"","","","4779","","4779","Detailhandel mit Antiquitäten und Gebrauchtwaren"
"","","","","477901","477901","Detailhandel mit Antiquitäten"
"","","","","477902","477902","Detailhandel mit Gebrauchtwaren a. n. g. (in Verkaufsräumen)"
"","","478","","","478","Detailhandel an Verkaufsständen und auf Märkten"
"","","","4781","","4781","Detailhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren an Verkaufsständen und auf Märkten"
"","","","","478100","478100","Detailhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren an Verkaufsständen und auf Märkten"
"","","","4782","","4782","Detailhandel mit Textilien, Bekleidung und Schuhen an Verkaufsständen und auf Märkten"
"","","","","478200","478200","Detailhandel mit Textilien, Bekleidung und Schuhen an Verkaufsständen und auf Märkten"
"","","","4789","","4789","Detailhandel mit sonstigen Gütern an Verkaufsständen und auf Märkten"
"","","","","478900","478900","Detailhandel mit sonstigen Gütern an Verkaufsständen und auf Märkten"
"","","479","","","479","Detailhandel, nicht in Verkaufsräumen, an Verkaufsständen oder auf Märkten"
"","","","4791","","4791","Versand- und Internet-Detailhandel"
"","","","","479100","479100","Versand- und Internet-Detailhandel"
"","","","4799","","4799","Sonstiger Detailhandel, nicht in Verkaufsräumen, an Verkaufsständen oder auf Märkten"
"","","","","479900","479900","Sonstiger Detailhandel, nicht in Verkaufsräumen, an Verkaufsständen oder auf Märkten"
"H","","","","","H","VERKEHR UND LAGEREI"
"","49","","","","49","Landverkehr und Transport in Rohrfernleitungen"
"","","491","","","491","Personenbeförderung im Eisenbahnfernverkehr"
"","","","4910","","4910","Personenbeförderung im Eisenbahnfernverkehr"
"","","","","491000","491000","Personenbeförderung im Eisenbahnfernverkehr"
"","","492","","","492","Güterbeförderung im Eisenbahnverkehr"
"","","","4920","","4920","Güterbeförderung im Eisenbahnverkehr"
"","","","","492000","492000","Güterbeförderung im Eisenbahnverkehr"
"","","493","","","493","Sonstige Personenbeförderung im Landverkehr"
"","","","4931","","4931","Personenbeförderung im Nahverkehr zu Lande (ohne Taxis)"
"","","","","493100","493100","Personenbeförderung im Nahverkehr zu Lande (ohne Taxis)"
"","","","4932","","4932","Betrieb von Taxis"
"","","","","493200","493200","Betrieb von Taxis"
"","","","4939","","4939","Sonstige Personenbeförderung im Landverkehr a. n. g."
"","","","","493901","493901","Nicht-regelmässiger Personenbeförderung im Landverkehr"
"","","","","493902","493902","Regelmässige Personenbeförderung im Regional- und Fernverkehr"
"","","","","493903","493903","Personenbeförderung mittels Zahnrad-, Seilbahnen und Skiliften"
"","","494","","","494","Güterbeförderung im Strassenverkehr, Umzugstransporte"
"","","","4941","","4941","Güterbeförderung im Strassenverkehr"
"","","","","494100","494100","Güterbeförderung im Strassenverkehr"
"","","","4942","","4942","Umzugstransporte"
"","","","","494200","494200","Umzugstransporte"
"","","495","","","495","Transport in Rohrfernleitungen"
"","","","4950","","4950","Transport in Rohrfernleitungen"
"","","","","495000","495000","Transport in Rohrfernleitungen"
"","50","","","","50","Schifffahrt"
"","","501","","","501","Personenbeförderung in der See- und Küstenschifffahrt"
"","","","5010","","5010","Personenbeförderung in der See- und Küstenschifffahrt"
"","","","","501000","501000","Personenbeförderung in der See- und Küstenschifffahrt"
"","","502","","","502","Güterbeförderung in der See- und Küstenschifffahrt"
"","","","5020","","5020","Güterbeförderung in der See- und Küstenschifffahrt"
"","","","","502000","502000","Güterbeförderung in der See- und Küstenschifffahrt"
"","","503","","","503","Personenbeförderung in der Binnenschifffahrt"
"","","","5030","","5030","Personenbeförderung in der Binnenschifffahrt"
"","","","","503000","503000","Personenbeförderung in der Binnenschifffahrt"
"","","504","","","504","Güterbeförderung in der Binnenschifffahrt"
"","","","5040","","5040","Güterbeförderung in der Binnenschifffahrt"
"","","","","504000","504000","Güterbeförderung in der Binnenschifffahrt"
"","51","","","","51","Luftfahrt"
"","","511","","","511","Personenbeförderung in der Luftfahrt"
