Section,Division,Group,Class,Type,Code,Name_en
"A","","","","","A","AGRICULTURE, FORESTRY AND FISHING"
"","","","","471102","471102","Large supermarkets (1000-2499 m2)"
"","","","","471103","471103","Small supermarkets (400-999 m2)"
"","","","","471104","471104","Large stores (100-399 m2)"
"","","","","471105","471105","Small stores (< 100 m2)"
"","","","4719","","4719","Other retail sale in non-specialised stores"
"","","","","471901","471901","Department stores"
"","","","","471902","471902","Retail sale in non-specialised stores n.e.c."
"","","472","","","472","Retail sale of food, beverages and tobacco in specialised stores"
"","","","4721","","4721","Retail sale of fruit and vegetables in specialised stores"
"","","","","472100","472100","Retail sale of fruit and vegetables in specialised stores"
"","","","4722","","4722","Retail sale of meat and meat products in specialised stores"
"","","","","472200","472200","Retail sale of meat and meat products in specialised stores"
"","","","4723","","4723","Retail sale of fish, crustaceans and molluscs in specialised stores"
"","","","","472300","472300","Retail sale of fish, crustaceans and molluscs in specialised stores"
"","","","4724","","4724","Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
"","","","","472401","472401","Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
"","","","","472402","472402","Bakeries - tea rooms"
"","","","4725","","4725","Retail sale of beverages in specialised stores"
"","","","","472500","472500","Retail sale of beverages in specialised stores"
"","","","4726","","4726","Retail sale of tobacco products in specialised stores"
"","","","","472600","472600","Retail sale of tobacco products in specialised stores"
"","","","4729","","4729","Other retail sale of food in specialised stores"
"","","","","472901","472901","Retail sale of dairy products and eggs"
"","","","","472902","472902","Other retail sale of food, beverages and tobacco in specialised stores n.e.c."
"","","473","","","473","Retail sale of automotive fuel in specialised stores"
"","","","4730","","4730","Retail sale of automotive fuel in specialised stores"
"","","","","473000","473000","Retail sale of automotive fuel in specialised stores"
"","","474","","","474","Retail sale of information and communication equipment in specialised stores"
"","","","4741","","4741","Retail sale of computers, peripheral units and software in specialised stores"
"","","","","474100","474100","Retail sale of computers, peripheral units and software in specialised stores"
"","","","4742","","4742","Retail sale of telecommunications equipment in specialised stores"
"","","","","474200","474200","Retail sale of telecommunications equipment in specialised stores"
"","","","4743","","4743","Retail sale of audio and video equipment in specialised stores"
"","","","","474300","474300","Retail sale of audio and video equipment in specialised stores"
"","","475","","","475","Retail sale of other household equipment in specialised stores"
"","","","4751","","4751","Retail sale of textiles in specialised stores"
"","","","","475100","475100","Retail sale of textiles in specialised stores"
"","","","4752","","4752","Retail sale of hardware, paints and glass in specialised stores"
"","","","","475201","475201","Retail sale of hardware goods"
"","","","","475202","475202","Other retail sale of hardware, paints, building and DIY materials"
"","","","4753","","4753","Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
"","","","","475300","475300","Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
"","","","4754","","4754","Retail sale of electrical household appliances in specialised stores"
"","","","","475400","475400","Retail sale of electrical household appliances in specialised stores"
"","","","4759","","4759","Retail sale of furniture, lighting equipment and other household articles in specialised stores"
"","","","","475901","475901","Retail sale of musical instruments"
"","","","","475902","475902","Retail sale of furniture"
"","","","","475903","475903","Retail sale of household utensils and fittings n.e.c."
"","","476","","","476","Retail sale of cultural and recreation goods in specialised stores"
"","","","4761","","4761","Retail sale of books in specialised stores"
"","","","","476100","476100","Retail sale of books in specialised stores"
"","","","4762","","4762","Retail sale of newspapers and stationery in specialised stores"
"","","","","476201","476201","Retail sale of newspapers and magazines, newspaper stands"
"","","","","476202","476202","Retail sale of writing materials and stationery"
"","","","4763","","4763","Retail sale of music and video recordings in specialised stores"
"","","","","476300","476300","Retail sale of music and video recordings in specialised stores"
"","","","4764","","4764","Retail sale of sporting equipment in specialised stores"
"","","","","476401","476401","Retail sale of bicycles"
"","","","","476402","476402","Retail sale of sporting goods"
"","","","4765","","4765","Retail sale of games and toys in specialised stores"
"","","","","476500","476500","Retail sale of games and toys in specialised stores"
"","","477","","","477","Retail sale of other goods in specialised stores"
"","","","4771","","4771","Retail sale of clothing in specialised stores"
"","","","","477101","477101","Retail sale of women's clothing"
"","","","","477102","477102","Retail sale of men's clothing"
"","","","","477103","477103","Retail sale of babies' and children's clothing"
"","","","","477104","477104","Retail sale of furs"
"","","","","477105","477105","Retail sale of clothing accessories and clothing equally combined"
"","","","4772","","4772","Retail sale of footwear and leather goods in specialised stores"
"","","","","477201","477201","Retail sale of footwear"
"","","","","477202","477202","Retail sale of leather and travel goods"
"","","","4773","","4773","Dispensing chemist in specialised stores"
"","","","","477300","477300","Dispensing chemist in specialised stores"
"","","","4774","","4774","Retail sale of medical and orthopaedic goods in specialised stores"
"","","","","477400","477400","Retail sale of medical and orthopaedic goods in specialised stores"
"","","","4775","","4775","Retail sale of cosmetic and toilet articles in specialised stores"
"","","","","477501","477501","Drugstores"
"","","","","477502","477502","Perfume stores and other retail sale of cosmetics and toiletries"
"","","","4776","","4776","Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
"","","","","477601","477601","Retail sale of grain, fodder and agricultural products"
"","","","","477602","477602","Retail sale of flowers and plants"
"","","","","477603","477603","Retail sale of pets and pet accessories"
"","","","4777","","4777","Retail sale of watches and jewellery in specialised stores"
"","","","","477700","477700","Retail sale of watches and jewellery in specialised stores"
"","","","4778","","4778","Other retail sale of new goods in specialised stores"
"","","","","477801","477801","Retail sale of fuels and fuel oils"
"","","","","477802","477802","Retail sale of glasses and other optical goods"
"","","","","477803","477803","Retail sale of photographic articles"
"","","","","477804","477804","Retail sale of gifts and souvenirs"
"","","","","477805","477805","Art trade"
"","","","","477806","477806","Other retail sale of goods in specialised stores n.e.c."
"","","","4779","","4779","Retail sale of second-hand goods in stores"
"","","","","477901","477901","Retail sale of antiques"
"","","","","477902","477902","Retail sale of second-hand goods in stores"
"","","478","","","478","Retail sale via stalls and markets"
"","","","4781","","4781","Retail sale via stalls and markets of food, beverages and tobacco products"
"","","","","478100","478100","Retail sale via stalls and markets of food, beverages and tobacco products"
"","","","4782","","4782","Retail sale via stalls and markets of textiles, clothing and footwear"
"","","","","478200","478200","Retail sale via stalls and markets of textiles, clothing and footwear"
"","","","4789","","4789","Retail sale via stalls and markets of other goods"
"","","","","478900","478900","Retail sale via stalls and markets of other goods"
"","","479","","","479","Retail trade not in stores, stalls or markets"
"","","","4791","","4791","Retail sale via mail order houses or via Internet"
"","","","","479100","479100","Retail sale via mail order houses or via Internet"
"","","","4799","","4799","Other retail sale not in stores, stalls or markets"
"","","","","479900","479900","Other retail sale not in stores, stalls or markets"
"H","","","","","H","TRANSPORTATION AND STORAGE"
"","49","","","","49","Land transport and transport via pipelines"
"","","491","","","491","Passenger rail transport, interurban"
"","","","4910","","4910","Passenger rail transport, interurban"
"","","","","491000","491000","Passenger rail transport, interurban"
"","","492","","","492","Freight rail transport"
"","","","4920","","4920","Freight rail transport"
"","","","","492000","492000","Freight rail transport"
"","","493","","","493","Other passenger land transport"
"","","","4931","","4931","Urban and suburban passenger land transport"
"","","","","493100","493100","Urban and suburban passenger transport"
"","","","4932","","4932","Taxi operation"
"","","","","493200","493200","Taxi operation"
"","","","4939","","4939","Other passenger land transport n.e.c."
"","","","","493901","493901","Non-regular passenger land transport"
"","","","","493902","493902","Regular regional and interurban passenger transport"
"","","","","493903","493903","Passenger transport by cableways, funiculars and ski-tows"
"","","494","","","494","Freight transport by road and removal services"
"","","","4941","","4941","Freight transport by road"
"","","","","494100","494100","Freight transport by road"
"","","","4942","","4942","Removal services"
"","","","","494200","494200","Removal services"
"","","495","","","495","Transport via pipeline"
"","","","4950","","4950","Transport via pipeline"
"","","","","495000","495000","Transport via pipeline"
"","50","","","","50","Water transport"
"","","501","","","501","Sea and coastal passenger water transport"
"","","","5010","","5010","Sea and coastal passenger water transport"
"","","","","501000","501000","Sea and coastal passenger water transport"
"","","502","","","502","Sea and coastal freight water transport"
"","","","5020","","5020","Sea and coastal freight water transport"
"","","","","502000","502000","Sea and coastal freight water transport"
"","","503","","","503","Inland passenger water transport"
"","","","5030","","5030","Inland passenger water transport"
"","","","","503000","503000","Inland passenger water transport"
"","","504","","","504","Inland freight water transport"
"","","","5040","","5040","Inland freight water transport"
"","","","","504000","504000","Inland freight water transport"
"","51","","","","51","Air transport"
"","","511","","","511","Passenger air transport"
"","","","5110","","5110","Passenger air transport"
"","","","","511000","511000","Passenger air transport"
"","","512","","","512","Freight air transport and space transport"
"","","","5121","","5121","Freight air transport"
"","","","","512100","512100","Freight air transport"
"","","","5122","","5122","Space transport"
"","","","","512200","512200","Space transport"
"","52","","","","52","Warehousing and support activities for transportation"
"","","521","","","521","Warehousing and storage"
"","","","5210","","5210","Warehousing and storage"
"","","","","521000","521000","Warehousing and storage"
"","","522","","","522","Support activities for transportation"
"","","","5221","","5221","Service activities incidental to land transportation"
"","","","","522100","522100","Service activities incidental to land transportation"
"","","","5222","","5222","Service activities incidental to water transportation"
"","","","","522200","522200","Service activities incidental to water transportation"
"","","","5223","","5223","Service activities incidental to air transportation"
"","","","","522300","522300","Service activities incidental to air transportation"
"","","","5224","","5224","Cargo handling"
"","","","","522400","522400","Cargo handling"
"","","","5229","","5229","Other transportation support activities"
"","","","","522900","522900","Other transportation support activities"
"","53","","","","53","Postal and courier activities"
"","","531","","","531","Postal activities under universal service obligation"
"","","","5310","","5310","Postal activities under universal service obligation"
"","","","","531000","531000","Postal activities under universal service obligation"
"","","532","","","532","Other postal and courier activities"
"","","","5320","","5320","Other postal and courier activities"
"","","","","532000","532000","Other postal and courier activities"
"I","","","","","I","ACCOMMODATION AND FOOD SERVICE ACTIVITIES"
"","55","","","","55","Accommodation"
"","","551","","","551","Hotels and similar accommodation"
"","","","5510","","5510","Hotels and similar accommodation"
"","","","","551001","551001","Hotels, inns and guesthouses with restaurants"
"","","","","551002","551002","Hotels, inns and guesthouses without restaurants"
"","","","","551003","551003","Management of hotels, inns and guesthouses"
"","","552","","","552","Holiday and other short-stay accommodation"
"","","","5520","","5520","Holiday and other short-stay accommodation"
"","","","","552001","552001","Holiday apartments, holiday homes"
"","","","","552002","552002","Group accommodation"
"","","","","552003","552003","Management of holiday apartments and collective accommodation"
"","","553","","","553","Camping grounds, recreational vehicle parks and trailer parks"
"","","","5530","","5530","Camping grounds, recreational vehicle parks and trailer parks"
"","","","","553001","553001","Camping grounds, recreational vehicle parks and trailer parks"
"","","","","553002","553002","Management of camping grounds, recreational vehicle parks and trailer parks"
"","","559","","","559","Other accommodation"
"","","","5590","","5590","Other accommodation"
"","","","","559000","559000","Other accommodation"
"","56","","","","56","Food and beverage service activities"
"","","561","","","561","Restaurants and mobile food service activities"
"","","","5610","","5610","Restaurants and mobile food service activities"
"","","","","561001","561001","Restaurants, cafes, snack bars, tea rooms, ice-cream parlours"
"","","","","561002","561002","Restaurants with accommodation"
"","","","","561003","561003","Management of restaurants"
"","","562","","","562","Event catering and other food service activities"
"","","","5621","","5621","Event catering activities"
"","","","","562100","562100","Event catering activities"
"","","","5629","","5629","Other food service activities"
"","","","","562900","562900","Other food services"
"","","563","","","563","Beverage serving activities"
"","","","5630","","5630","Beverage serving activities"
"","","","","563001","563001","Bars"
"","","","","563002","563002","Discos, dance halls, night clubs"
"J","","","","","J","INFORMATION AND COMMUNICATION"
"","58","","","","58","Publishing activities"
"","","581","","","581","Publishing of books, periodicals and other publishing activities"
"","","","5811","","5811","Book publishing"
"","","","","581100","581100","Book publishing"
"","","","5812","","5812","Publishing of directories and mailing lists"
"","","","","581200","581200","Publishing of directories and mailing lists"
"","","","5813","","5813","Publishing of newspapers"
"","","","","581300","581300","Publishing of newspapers"
"","","","5814","","5814","Publishing of journals and periodicals"
"","","","","581400","581400","Publishing of journals and periodicals"
"","","","5819","","5819","Other publishing activities"
"","","","","581900","581900","Other publishing activities"
"","","582","","","582","Software publishing"
"","","","5821","","5821","Publishing of computer games"
"","","","","582100","582100","Publishing of computer games"
"","","","5829","","5829","Other software publishing"
"","","","","582900","582900","Other software publishing"
"","59","","","","59","Motion picture, video and television programme production, sound recording and music publishing activities"
"","","591","","","591","Motion picture, video and television programme activities"
"","","","5911","","5911","Motion picture, video and television programme production activities"
"","","","","591100","591100","Motion picture, video and television programme production activities"
"","","","5912","","5912","Motion picture, video and television programme post-production activities"
"","","","","591200","591200","Motion picture, video and television programme post-production activities"
"","","","5913","","5913","Motion picture, video and television programme distribution activities"
"","","","","591300","591300","Motion picture, video and television programme distribution activities"
"","","","5914","","5914","Motion picture projection activities"
"","","","","591400","591400","Motion picture projection activities"
"","","592","","","592","Sound recording and music publishing activities"
"","","","5920","","5920","Sound recording and music publishing activities"
"","","","","592000","592000","Sound recording and music publishing activities"
"","60","","","","60","Programming and broadcasting activities"
"","","601","","","601","Radio broadcasting"
"","","","6010","","6010","Radio broadcasting"
"","","","","601000","601000","Radio broadcasting"
"","","602","","","602","Television programming and broadcasting activities"
"","","","6020","","6020","Television programming and broadcasting activities"
"","","","","602000","602000","Television programming and broadcasting activities"
"","61","","","","61","Telecommunications"
"","","611","","","611","Wired telecommunications activities"
"","","","6110","","6110","Wired telecommunications activities"
"","","","","611000","611000","Wired telecommunications activities"
"","","612","","","612","Wireless telecommunications activities"
"","","","6120","","6120","Wireless telecommunications activities"
"","","","","612000","612000","Wireless telecommunications activities"
"","","613","","","613","Satellite telecommunications activities"
"","","","6130","","6130","Satellite telecommunications activities"
"","","","","613000","613000","Satellite telecommunications activities"
"","","619","","","619","Other telecommunications activities"
"","","","6190","","6190","Other telecommunications activities"
"","","","","619000","619000","Other telecommunications activities"
"","62","","","","62","Computer programming, consultancy and related activities"
"","","620","","","620","Computer programming, consultancy and related activities"
"","","","6201","","6201","Computer programming activities"
"","","","","620100","620100","Computer programming activities"
"","","","6202","","6202","Computer consultancy activities"
"","","","","620200","620200","Computer consultancy activities"
"","","","6203","","6203","Computer facilities management activities"
"","","","","620300","620300","Computer facilities management activities"
"","","","6209","","6209","Other information technology and computer service activities"
"","","","","620900","620900","Other information technology and computer service activities"
"","63","","","","63","Information service activities"
"","","631","","","631","Data processing, hosting and related activities; web portals"
"","","","6311","","6311","Data processing, hosting and related activities"
"","","","","631100","631100","Data processing, hosting and related activities"
"","","","6312","","6312","Web portals"
"","","","","631200","631200","Web portals"
"","","639","","","639","Other information service activities"
"","","","6391","","6391","News agency activities"
"","","","","639100","639100","News agency activities"
"","","","6399","","6399","Other information service activities n.e.c."
"","","","","639900","639900","Other information service activities n.e.c."
"K","","","","","K","FINANCIAL AND INSURANCE ACTIVITIES"
"","64","","","","64","Financial service activities, except insurance and pension funding"
"","","641","","","641","Monetary intermediation"
"","","","6411","","6411","Central banking"
"","","","","641100","641100","Swiss National Bank"
"","","","6419","","6419","Other monetary intermediation"
"","","","","641901","641901","Banks with a special field of business"
"","","","","641902","641902","Cantonal banks"
"","","","","641903","641903","Big banks"
"","","","","641904","641904","Regional banks and saving banks"
"","","","","641905","641905","Raiffeisen banks"
"","","","","641906","641906","Commercial banks"
"","","","","641907","641907","Stock Exchange banks"
"","","","","641908","641908","Foreign-controlled banks"
"","","","","641909","641909","Branches of foreign banks"
"","","","","641910","641910","Private bankers"
"","","","","641911","641911","Other banking institutions"
"","","","","641912","641912","Other monetary intermediation n.e.c."
"","","642","","","642","Activities of holding companies"
"","","","6420","","6420","Activities of holding companies"
"","","","","642001","642001","Activities of financial holding companies"
"","","","","642002","642002","Activities of other holding companies"
"","","643","","","643","Trusts, funds and similar financial entities"
"","","","6430","","6430","Trusts, funds and similar financial entities"
"","","","","643000","643000","Trusts, funds and similar financial entities"
"","","649","","","649","Other financial service activities, except insurance and pension funding"
"","","","6491","","6491","Financial leasing"
"","","","","649100","649100","Financial leasing"
"","","","6492","","6492","Other credit granting"
"","","","","649201","649201","Consumer credit granting n.e.c."
"","","","","649202","649202","Other credit granting n.e.c."
"","","","6499","","6499","Other financial service activities, except insurance and pension funding n.e.c."
"","","","","649901","649901","Investment intermediation"
"","","","","649902","649902","Group treasury companies"
"","","","","649903","649903","Other financial intermediation n.e.c."
"","65","","","","65","Insurance, reinsurance and pension funding, except compulsory social security"
"","","651","","","651","Insurance"
"","","","6511","","6511","Life insurance"
"","","","","651100","651100","Life insurance"
"","","","6512","","6512","Non-life insurance"
"","","","","651201","651201","Accident insurance (SUVA)"
"","","","","651202","651202","Accident and indemnity insurance"
"","","","","651203","651203","Health insurance"
"","","","","651204","651204","Other non-life insurance (excl. mandatory social security) n.e.c."
"","","652","","","652","Reinsurance"
"","","","6520","","6520","Reinsurance"
"","","","","652000","652000","Reinsurance"
"","","653","","","653","Pension funding"
"","","","6530","","6530","Pension funding"
"","","","","653000","653000","Pension funding"
"","66","","","","66","Activities auxiliary to financial services and insurance activities"
"","","661","","","661","Activities auxiliary to financial services, except insurance and pension funding"
"","","","6611","","6611","Administration of financial markets"
"","","","","661100","661100","Administration of financial markets"
"","","","6612","","6612","Security and commodity contracts brokerage"
"","","","","661200","661200","Security and commodity contracts brokerage"
"","","","6619","","6619","Other activities auxiliary to financial services, except insurance and pension funding"
"","","","","661900","661900","Other activities auxiliary to financial services, except insurance and pension funding"
"","","662","","","662","Activities auxiliary to insurance and pension funding"
"","","","6621","","6621","Risk and damage evaluation"
"","","","","662100","662100","Risk and damage evaluation"
"","","","6622","","6622","Activities of insurance agents and brokers"
"","","","","662200","662200","Activities of insurance agents and brokers"
"","","","6629","","6629","Other activities auxiliary to insurance and pension funding"
"","","","","662901","662901","Occupational / cantonal equalisation funds"
"","","","","662902","662902","Other activities auxiliary to insurance and pension funding n.e.c."
"","","663","","","663","Fund management activities"
"","","","6630","","6630","Fund management activities"
"","","","","663001","663001","Funds intermediation"
"","","","","663002","663002","Fund management activities"
"L","","","","","L","REAL ESTATE ACTIVITIES"
"","68","","","","68","Real estate activities"
"","","681","","","681","Buying and selling of own real estate"
"","","","6810","","6810","Buying and selling of own real estate"
"","","","","681000","681000","Buying and selling of own real estate"
"","","682","","","682","Renting and operating of own or leased real estate"
"","","","6820","","6820","Renting and operating of own or leased real estate"
"","","","","682001","682001","Letting of own or leased land"
"","","","","682002","682002","Letting of own or leased buildings and dwellings"
"","","683","","","683","Real estate activities on a fee or contract basis"
"","","","6831","","6831","Real estate agencies"
"","","","","683100","683100","Real estate agencies"
"","","","6832","","6832","Management of real estate on a fee or contract basis"
"","","","","683200","683200","Management of real estate on a fee or contract basis"
"M","","","","","M","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
"","69","","","","69","Legal and accounting activities"
"","","691","","","691","Legal activities"
"","","","6910","","6910","Legal activities"
"","","","","691001","691001","Attorney, notary practice"
"","","","","691002","691002","Patent lawyers, patent licensing companies"
"","","692","","","692","Accounting, bookkeeping and auditing activities; tax consultancy"
"","","","6920","","6920","Accounting, bookkeeping and auditing activities; tax consultancy"
"","","","","692000","692000","Accounting, bookkeeping and auditing activities; tax consultancy"
"","70","","","","70","Activities of head offices; management consultancy activities"
"","","701","","","701","Activities of head offices"
"","","","7010","","7010","Activities of head offices"
"","","","","701001","701001","Activities of head offices of financial companies"
"","","","","701002","701002","Activities of head offices of other companies"
"","","702","","","702","Management consultancy activities"
"","","","7021","","7021","Public relations and communication activities"
"","","","","702100","702100","Public relations and communication activities"
"","","","7022","","7022","Business and other management consultancy activities"
"","","","","702200","702200","Business and other management consultancy activities"
"","71","","","","71","Architectural and engineering activities; technical testing and analysis"
"","","711","","","711","Architectural and engineering activities and related technical consultancy"
"","","","7111","","7111","Architectural activities"
"","","","","711101","711101","Architects"
"","","","","711102","711102","Town and country planning"
"","","","","711103","711103","Landscape architects"
"","","","7112","","7112","Engineering activities and related technical consultancy"
"","","","","711201","711201","Construction engineering"
"","","","","711202","711202","Building services engineering"
"","","","","711203","711203","Other engineering activities"
"","","","","711204","711204","Surveyors"
"","","","","711205","711205","Other technical consultancy and planning"
"","","712","","","712","Technical testing and analysis"
"","","","7120","","7120","Technical testing and analysis"
"","","","","712000","712000","Technical testing and analysis"
"","72","","","","72","Scientific research and development"
"","","721","","","721","Research and experimental development on natural sciences and engineering"
"","","","7211","","7211","Research and experimental development on biotechnology"
"","","","","721100","721100","Research and experimental development on biotechnology"
"","","","7219","","7219","Other research and experimental development on natural sciences and engineering"
"","","","","721900","721900","Other research and experimental development on natural sciences and engineering"
"","","722","","","722","Research and experimental development on social sciences and humanities"
"","","","7220","","7220","Research and experimental development on social sciences and humanities"
"","","","","722000","722000","Research and experimental development on social sciences and humanities"
"","73","","","","73","Advertising and market research"
"","","731","","","731","Advertising"
"","","","7311","","7311","Advertising agencies"
"","","","","731100","731100","Advertising agencies"
"","","","7312","","7312","Media representation"
"","","","","731200","731200","Media representation"
"","","732","","","732","Market research and public opinion polling"
"","","","7320","","7320","Market research and public opinion polling"
"","","","","732000","732000","Market research and public opinion polling"
"","74","","","","74","Other professional, scientific and technical activities"
"","","741","","","741","Specialised design activities"
"","","","7410","","7410","Specialised design activities"
"","","","","741001","741001","Industrial and product design"
"","","","","741002","741002","Graphic design and visual communication"
"","","","","741003","741003","Interior and spatial design"
"","","742","","","742","Photographic activities"
"","","","7420","","7420","Photographic activities"
"","","","","742001","742001","Photographers"
"","","","","742002","742002","Photographic laboratories"
"","","743","","","743","Translation and interpretation activities"
"","","","7430","","7430","Translation and interpretation activities"
"","","","","743000","743000","Translation and interpretation activities"
"","","749","","","749","Other professional, scientific and technical activities n.e.c."
"","","","7490","","7490","Other professional, scientific and technical activities n.e.c."
"","","","","749000","749000","Other professional, scientific and technical activities n.e.c."
"","75","","","","75","Veterinary activities"
"","","750","","","750","Veterinary activities"
"","","","7500","","7500","Veterinary activities"
"","","","","750000","750000","Veterinary activities"
"N","","","","","N","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES"
"","77","","","","77","Rental and leasing activities"
"","","771","","","771","Renting and leasing of motor vehicles"
"","","","7711","","7711","Renting and leasing of cars and light motor vehicles"
"","","","","771100","771100","Renting and leasing of cars and light motor vehicles"
"","","","7712","","7712","Renting and leasing of trucks"
"","","","","771200","771200","Renting and leasing of trucks"
"","","772","","","772","Renting and leasing of personal and household goods"
"","","","7721","","7721","Renting and leasing of recreational and sports goods"
"","","","","772100","772100","Renting and leasing of recreational and sports goods"
"","","","7722","","7722","Renting of video tapes and disks"
"","","","","772200","772200","Renting of video tapes and disks"
"","","","7729","","7729","Renting and leasing of other personal and household goods"
"","","","","772900","772900","Renting and leasing of other personal and household goods"
"","","773","","","773","Renting and leasing of other machinery, equipment and tangible goods"
"","","","7731","","7731","Renting and leasing of agricultural machinery and equipment"
"","","","","773100","773100","Renting and leasing of agricultural machinery and equipment"
"","","","7732","","7732","Renting and leasing of construction and civil engineering machinery and equipment"
"","","","","773200","773200","Renting and leasing of construction and civil engineering machinery and equipment"
"","","","7733","","7733","Renting and leasing of office machinery and equipment (including computers)"
"","","","","773300","773300","Renting and leasing of office machinery and equipment (including computers)"
"","","","7734","","7734","Renting and leasing of water transport equipment"
"","","","","773400","773400","Renting and leasing of water transport equipment"
"","","","7735","","7735","Renting and leasing of air transport equipment"
"","","","","773500","773500","Renting and leasing of air transport equipment"
"","","","7739","","7739","Renting and leasing of other machinery, equipment and tangible goods n.e.c."
"","","","","773900","773900","Renting and leasing of other machinery, equipment and tangible goods n.e.c."
"","","774","","","774","Leasing of intellectual property and similar products, except copyrighted works"
"","","","7740","","7740","Leasing of intellectual property and similar products, except copyrighted works"
"","","","","774000","774000","Leasing of intellectual property and similar products, except copyrighted works"
"","78","","","","78","Employment activities"
"","","781","","","781","Activities of employment placement agencies"
"","","","7810","","7810","Activities of employment placement agencies"
"","","","","781000","781000","Activities of employment placement agencies"
"","","782","","","782","Temporary employment agency activities"
"","","","7820","","7820","Temporary employment agency activities"
"","","","","782000","782000","Temporary employment agency activities"
"","","783","","","783","Other human resources provision"
"","","","7830","","7830","Other human resources provision"
"","","","","783000","783000","Other human resources provision"
"","79","","","","79","Travel agency, tour operator reservation service and related activities"
"","","791","","","791","Travel agency and tour operator activities"
"","","","7911","","7911","Travel agency activities"
"","","","","791100","791100","Travel agency activities"
"","","","7912","","7912","Tour operator activities"
"","","","","791200","791200","Tour operator activities"
"","","799","","","799","Other reservation service and related activities"
"","","","7990","","7990","Other reservation service and related activities"
"","","","","799001","799001","Tourist accommodation reservation services"
"","","","","799002","799002","Other reservation services and related activities"
"","80","","","","80","Security and investigation activities"
"","","801","","","801","Private security activities"
"","","","8010","","8010","Private security activities"
"","","","","801000","801000","Private security activities"
"","","802","","","802","Security systems service activities"
"","","","8020","","8020","Security systems service activities"
"","","","","802000","802000","Security systems service activities"
"","","803","","","803","Investigation activities"
"","","","8030","","8030","Investigation activities"
"","","","","803000","803000","Investigation activities"
"","81","","","","81","Services to buildings and landscape activities"
"","","811","","","811","Combined facilities support activities"
"","","","8110","","8110","Combined facilities support activities"
"","","","","811000","811000","Combined facilities support activities"
"","","812","","","812","Cleaning activities"
"","","","8121","","8121","General cleaning of buildings"
"","","","","812100","812100","General cleaning of buildings"
"","","","8122","","8122","Other building and industrial cleaning activities"
"","","","","812201","812201","Chimney sweeping"
"","","","","812202","812202","Other building and industrial cleaning activities"
"","","","8129","","8129","Other cleaning activities"
"","","","","812900","812900","Other cleaning activities"
"","","813","","","813","Landscape service activities"
"","","","8130","","8130","Landscape service activities"
"","","","","813000","813000","Landscape service activities"
"","82","","","","82","Office administrative, office support and other business support activities"
"","","821","","","821","Office administrative and support activities"
"","","","8211","","8211","Combined office administrative service activities"
"","","","","821100","821100","Combined office administrative service activities"
"","","","8219","","8219","Photocopying, document preparation and other specialised office support activities"
"","","","","821901","821901","Secretarial activities"
"","","","","821902","821902","Copy shops"
"","","822","","","822","Activities of call centres"
"","","","8220","","8220","Activities of call centres"
"","","","","822000","822000","Activities of call centres"
"","","823","","","823","Organisation of conventions and trade shows"
"","","","8230","","8230","Organisation of conventions and trade shows"
"","","","","823000","823000","Organisation of conventions and trade shows"
"","","829","","","829","Business support service activities n.e.c."
"","","","8291","","8291","Activities of collection agencies and credit bureaus"
"","","","","829100","829100","Activities of collection agencies and credit bureaus"
"","","","8292","","8292","Packaging activities"
"","","","","829200","829200","Packaging activities"
"","","","8299","","8299","Other business support service activities n.e.c."
"","","","","829900","829900","Other business support service activities n.e.c."
"O","","","","","O","PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY"
"","84","","","","84","Public administration and defence; compulsory social security"
"","","841","","","841","Administration of the State and the economic and social policy of the community"
"","","","8411","","8411","General public administration activities"
"","","","","841100","841100","General public administration activities"
"","","","8412","","8412","Regulation of the activities of providing healthcare, education, cultural services and other social services, excluding social security"
"","","","","841200","841200","Regulation of the activities of providing healthcare, education, cultural services and other social services, excluding social security"
"","","","8413","","8413","Regulation of and contribution to more efficient operation of businesses"
"","","","","841300","841300","Regulation of and contribution to more efficient operation of businesses"
"","","842","","","842","Provision of services to the community as a whole"
"","","","8421","","8421","Foreign affairs"
"","","","","842100","842100","Foreign affairs"
"","","","8422","","8422","Defence activities"
"","","","","842201","842201","National defence"
"","","","","842202","842202","Civil defence"
"","","","8423","","8423","Justice and judicial activities"
"","","","","842301","842301","Administration of justice, courts"
"","","","","842302","842302","Administration of prisons"
"","","","8424","","8424","Public order and safety activities"
"","","","","842400","842400","Public order and safety activities"
"","","","8425","","8425","Fire service activities"
"","","","","842500","842500","Fire service activities"
"","","843","","","843","Compulsory social security activities"
"","","","8430","","8430","Compulsory social security activities"
"","","","","843000","843000","Old age and survivors' benefit (AHV), Invalidity insurance (IV), Unemployment insurance (ALV)"
"P","","","","","P","EDUCATION"
"","85","","","","85","Education"
"","","851","","","851","Pre-primary education"
"","","","8510","","8510","Pre-primary education"
"","","","","851000","851000","Pre-primary schools"
"","","852","","","852","Primary education"
"","","","8520","","8520","Primary education"
"","","","","852001","852001","Primary schools"
"","","","","852002","852002","Special schools"
