Section,Division,Groupe,Classe,Genre,Code,Name_fr
"A","","","","","A","AGRICULTURE, SYLVICULTURE ET PÊCHE"
"","","","","711103","711103","Bureaux d'architectes paysagistes"
"","","","7112","","7112","Activités d'ingénierie"
"","","","","711201","711201","Bureaux d'ingénieurs en construction"
"","","","","711202","711202","Bureaux d'ingénieurs en technique du bâtiment"
"","","","","711203","711203","Autres bureaux d'ingénieurs"
"","","","","711204","711204","Bureaux de géomètres"
"","","","","711205","711205","Autres études et conseils techniques"
"","","712","","","712","Activités de contrôle et analyses techniques"
"","","","7120","","7120","Activités de contrôle et analyses techniques"
"","","","","712000","712000","Activités de contrôle et analyses techniques"
"","72","","","","72","Recherche-développement scientifique"
"","","721","","","721","Recherche-développement en sciences physiques et naturelles"
"","","","7211","","7211","Recherche-développement en biotechnologie"
"","","","","721100","721100","Recherche-développement en biotechnologie"
"","","","7219","","7219","Recherche-développement en autres sciences physiques et naturelles"
"","","","","721900","721900","Recherche-développement en autres sciences naturelles, ingénierie, sciences médicales et agricoles"
"","","722","","","722","Recherche-développement en sciences humaines et sociales"
"","","","7220","","7220","Recherche-développement en sciences humaines et sociales"
"","","","","722000","722000","Recherche-développement en sciences humaines et sociales"
"","73","","","","73","Publicité et études de marché"
"","","731","","","731","Publicité"
"","","","7311","","7311","Activités des agences de publicité"
"","","","","731100","731100","Activités des agences de publicité"
"","","","7312","","7312","Régie publicitaire de médias"
"","","","","731200","731200","Régie publicitaire de médias"
"","","732","","","732","Études de marché et sondages"
"","","","7320","","7320","Études de marché et sondages"
"","","","","732000","732000","Études de marché et sondages"
"","74","","","","74","Autres activités spécialisées, scientifiques et techniques"
"","","741","","","741","Activités spécialisées de design"
"","","","7410","","7410","Activités spécialisées de design"
"","","","","741001","741001","Design industriel et de produits"
"","","","","741002","741002","Design graphique et communication visuelle"
"","","","","741003","741003","Design d'intérieur et design spatial"
"","","742","","","742","Activités photographiques"
"","","","7420","","7420","Activités photographiques"
"","","","","742001","742001","Studios photographiques"
"","","","","742002","742002","Laboratoires photographiques"
"","","743","","","743","Traduction et interprétation"
"","","","7430","","7430","Traduction et interprétation"
"","","","","743000","743000","Traduction et interprétation"
"","","749","","","749","Autres activités spécialisées, scientifiques et techniques n.c.a."
"","","","7490","","7490","Autres activités spécialisées, scientifiques et techniques n.c.a."
"","","","","749000","749000","Autres activités spécialisées, scientifiques et techniques n.c.a."
"","75","","","","75","Activités vétérinaires"
"","","750","","","750","Activités vétérinaires"
"","","","7500","","7500","Activités vétérinaires"
"","","","","750000","750000","Activités vétérinaires"
"N","","","","","N","ACTIVITÉS DE SERVICES ADMINISTRATIFS ET DE SOUTIEN"
"","77","","","","77","Activités de location et location-bail"
"","","771","","","771","Location et location-bail de véhicules automobiles"
"","","","7711","","7711","Location et location-bail de voitures et de véhicules automobiles légers"
"","","","","771100","771100","Location et location-bail de voitures et de véhicules automobiles légers"
"","","","7712","","7712","Location et location-bail de camions"
"","","","","771200","771200","Location et location-bail de camions"
"","","772","","","772","Location et location-bail de biens personnels et domestiques"
"","","","7721","","7721","Location et location-bail d'articles de loisirs et de sport"
"","","","","772100","772100","Location et location-bail d'articles de loisirs et de sport"
"","","","7722","","7722","Location de vidéocassettes et disques vidéo"
"","","","","772200","772200","Location de vidéocassettes et DVD"
"","","","7729","","7729","Location et location-bail d'autres biens personnels et domestiques"
"","","","","772900","772900","Location et location-bail d'autres biens personnels et domestiques"
"","","773","","","773","Location et location-bail d'autres machines, équipements et biens"
"","","","7731","","7731","Location et location-bail de machines et équipements agricoles"
"","","","","773100","773100","Location et location-bail de machines et équipements agricoles"
"","","","7732","","7732","Location et location-bail de machines et équipements pour la construction"
"","","","","773200","773200","Location et location-bail de machines et équipements pour la construction"
"","","","7733","","7733","Location et location-bail de machines de bureau et de matériel informatique"
"","","","","773300","773300","Location et location-bail de machines de bureau et de matériel informatique"
"","","","7734","","7734","Location et location-bail de matériels de transport par eau"
"","","","","773400","773400","Location et location-bail de matériels de transport par eau"
"","","","7735","","7735","Location et location-bail de matériels de transport aérien"
"","","","","773500","773500","Location et location-bail de matériels de transport aérien"
"","","","7739","","7739","Location et location-bail d'autres machines, équipements et biens matériels n.c.a."
"","","","","773900","773900","Location et location-bail d'autres machines, équipements et biens matériels n.c.a."
"","","774","","","774","Location-bail de propriété intellectuelle et de produits similaires, à l'exception des oeuvres soumises à copyright"
"","","","7740","","7740","Location-bail de propriété intellectuelle et de produits similaires, à l'exception des oeuvres soumises à copyright"
"","","","","774000","774000","Location-bail de propriété intellectuelle et de produits similaires, à l'exception des oeuvres soumises à copyright"
"","78","","","","78","Activités liées à l'emploi"
"","","781","","","781","Activités des agences de placement de main-d'œuvre"
"","","","7810","","7810","Activités des agences de placement de main-d'œuvre"
"","","","","781000","781000","Activités des agences de placement de main-d'œuvre"
"","","782","","","782","Activités des agences de travail temporaire"
"","","","7820","","7820","Activités des agences de travail temporaire"
"","","","","782000","782000","Activités des agences de travail temporaire"
"","","783","","","783","Autre mise à disposition de ressources humaines"
"","","","7830","","7830","Autre mise à disposition de ressources humaines"
"","","","","783000","783000","Autre mise à disposition de ressources humaines"
"","79","","","","79","Activités des agences de voyage, voyagistes, services de réservation et activités connexes"
"","","791","","","791","Activités des agences de voyage et voyagistes"
"","","","7911","","7911","Activités des agences de voyage"
"","","","","791100","791100","Activités des agences de voyage"
"","","","7912","","7912","Activités des voyagistes"
"","","","","791200","791200","Activités des voyagistes; tour operator"
"","","799","","","799","Autres services de réservation et activités connexes"
"","","","7990","","7990","Autres services de réservation et activités connexes"
"","","","","799001","799001","Services de réservation pour hébergement touristique"
"","","","","799002","799002","Autres services de réservation et activités liées"
"","80","","","","80","Enquêtes et sécurité"
"","","801","","","801","Activités de sécurité privée"
"","","","8010","","8010","Activités de sécurité privée"
"","","","","801000","801000","Activités de sécurité privée"
"","","802","","","802","Activités liées aux systèmes de sécurité"
"","","","8020","","8020","Activités liées aux systèmes de sécurité"
"","","","","802000","802000","Activités liées aux systèmes de sécurité"
"","","803","","","803","Activités d'enquête"
"","","","8030","","8030","Activités d'enquête"
"","","","","803000","803000","Activités d'enquête"
"","81","","","","81","Services relatifs aux bâtiments et aménagement paysager"
"","","811","","","811","Activités combinées de soutien lié aux bâtiments"
"","","","8110","","8110","Activités combinées de soutien lié aux bâtiments"
"","","","","811000","811000","Activités combinées de soutien lié aux bâtiments; facility management"
"","","812","","","812","Activités de nettoyage"
"","","","8121","","8121","Nettoyage courant des bâtiments"
"","","","","812100","812100","Nettoyage courant des bâtiments"
"","","","8122","","8122","Autres activités de nettoyage des bâtiments et nettoyage industriel"
"","","","","812201","812201","Ramonage"
"","","","","812202","812202","Autres activités de nettoyage des bâtiments et nettoyage industriel"
"","","","8129","","8129","Autres activités de nettoyage"
"","","","","812900","812900","Autres activités de nettoyage"
"","","813","","","813","Services d'aménagement paysager"
"","","","8130","","8130","Services d'aménagement paysager"
"","","","","813000","813000","Services d'aménagement paysager"
"","82","","","","82","Activités administratives et autres activités de soutien aux entreprises"
"","","821","","","821","Activités administratives"
"","","","8211","","8211","Services administratifs combinés de bureau"
"","","","","821100","821100","Services administratifs combinés de bureau"
"","","","8219","","8219","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau"
"","","","","821901","821901","Secrétariat"
"","","","","821902","821902","Imprimerie-minute"
"","","822","","","822","Activités de centres d'appels"
"","","","8220","","8220","Activités de centres d'appels"
"","","","","822000","822000","Activités de centres d'appels"
"","","823","","","823","Organisation de salons professionnels et congrès"
"","","","8230","","8230","Organisation de salons professionnels et congrès"
"","","","","823000","823000","Organisation de salons professionnels et congrès"
"","","829","","","829","Activités de soutien aux entreprises n.c.a."
"","","","8291","","8291","Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle"
"","","","","829100","829100","Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle"
"","","","8292","","8292","Activités de conditionnement"
"","","","","829200","829200","Activités de conditionnement"
"","","","8299","","8299","Autres activités de soutien aux entreprises n.c.a."
"","","","","829900","829900","Autres activités de soutien aux entreprises n.c.a."
"O","","","","","O","ADMINISTRATION PUBLIQUE"
"","84","","","","84","Administration publique et défense; sécurité sociale obligatoire"
"","","841","","","841","Administration générale, économique et sociale"
"","","","8411","","8411","Administration publique générale"
"","","","","841100","841100","Administration publique générale"
"","","","8412","","8412","Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
"","","","","841200","841200","Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
"","","","8413","","8413","Administration publique (tutelle) des activités économiques"
"","","","","841300","841300","Administration publique (tutelle) des activités économiques"
"","","842","","","842","Affaires étrangères, défense, justice, sécurité et ordre publique"
"","","","8421","","8421","Affaires étrangères"
"","","","","842100","842100","Affaires étrangères"
"","","","8422","","8422","Défense"
"","","","","842201","842201","Défense"
"","","","","842202","842202","Protection civile"
"","","","8423","","8423","Justice"
"","","","","842301","842301","Administration judiciaire, tribunaux"
"","","","","842302","842302","Administration des établissements pénitentiaires"
"","","","8424","","8424","Activités d'ordre public et de sécurité"
"","","","","842400","842400","Activités d'ordre public et de sécurité"
"","","","8425","","8425","Services du feu et de secours"
"","","","","842500","842500","Services du feu et de secours"
"","","843","","","843","Sécurité sociale obligatoire"
"","","","8430","","8430","Sécurité sociale obligatoire"
"","","","","843000","843000","Assurance-vieillesse et survivants (AVS), assurance-invalidité (AI), assurance-chômage (AC)"
"P","","","","","P","ENSEIGNEMENT"
"","85","","","","85","Enseignement"
"","","851","","","851","Enseignement pré-primaire"
"","","","8510","","8510","Enseignement pré-primaire"
"","","","","851000","851000","Enseignement pré-primaire"
"","","852","","","852","Enseignement primaire"
"","","","8520","","8520","Enseignement primaire"
"","","","","852001","852001","Écoles primaires"
"","","","","852002","852002","Écoles à programmes d'enseignement spécial"
"","","","","852003","852003","Écoles obligatoires n.c.a."
"","","853","","","853","Enseignement secondaire"
"","","","8531","","8531","Enseignement secondaire général"
"","","","","853101","853101","Écoles de degré secondaire I"
"","","","","853102","853102","Écoles de degré secondaire II préparant à la maturité"
"","","","","853103","853103","Écoles de degré secondaire II de culture générale ECG"
"","","","8532","","8532","Enseignement secondaire technique ou professionnel"
"","","","","853200","853200","Formation professionnelle de base"
"","","854","","","854","Enseignement supérieur et post-secondaire non supérieur"
"","","","8541","","8541","Enseignement post-secondaire non tertiaire"
"","","","","854100","854100","Enseignement post-secondaire non tertiaire"
"","","","8542","","8542","Enseignement supérieur"
"","","","","854201","854201","Hautes écoles universitaires"
"","","","","854202","854202","Hautes écoles spécialisées et pédagogiques"
"","","","","854203","854203","Formation professionnelle supérieure"
"","","855","","","855","Autres activités d'enseignement"
"","","","8551","","8551","Enseignement de disciplines sportives et d'activités de loisirs"
"","","","","855100","855100","Enseignement de disciplines sportives et d'activités de loisirs"
"","","","8552","","8552","Enseignement culturel"
"","","","","855200","855200","Enseignement culturel"
"","","","8553","","8553","Enseignement de la conduite"
"","","","","855300","855300","Enseignement de la conduite"
"","","","8559","","8559","Enseignements divers"
"","","","","855901","855901","Cours de langues"
"","","","","855902","855902","Cours d'informatique"
"","","","","855903","855903","Cours de perfectionnement professionnel"
"","","","","855904","855904","Autres activités d'enseignements n.c.a."
"","","856","","","856","Activités de soutien à l'enseignement"
"","","","8560","","8560","Activités de soutien à l'enseignement"
"","","","","856000","856000","Activités de soutien à l'enseignement"
"Q","","","","","Q","SANTÉ HUMAINE ET ACTION SOCIALE"
"","86","","","","86","Activités pour la santé humaine"
"","","861","","","861","Activités hospitalières"
"","","","8610","","8610","Activités hospitalières"
"","","","","861001","861001","Hôpitaux pour soins généraux"
"","","","","861002","861002","Hôpitaux spécialisés"
"","","862","","","862","Activité des médecins et des dentistes"
"","","","8621","","8621","Activité des médecins généralistes"
"","","","","862100","862100","Activité des médecins généralistes"
"","","","8622","","8622","Activité des médecins spécialistes"
"","","","","862200","862200","Activité des médecins spécialistes"
"","","","8623","","8623","Pratique dentaire"
"","","","","862300","862300","Pratique dentaire"
"","","869","","","869","Autres activités pour la santé humaine"
"","","","8690","","8690","Autres activités pour la santé humaine"
"","","","","869001","869001","Psychothérapie et psychologie"
"","","","","869002","869002","Physiothérapie"
"","","","","869003","869003","Activités des infirmières, soins à domicile"
"","","","","869004","869004","Activités des sages-femmes"
"","","","","869005","869005","Autres activités paramédicales"
"","","","","869006","869006","Laboratoires médicaux"
"","","","","869007","869007","Autres activités pour la santé humaine n.c.a."
"","87","","","","87","Hébergement médico-social et social"
"","","871","","","871","Hébergement médicalisé"
"","","","8710","","8710","Hébergement médicalisé"
"","","","","871000","871000","Hébergement médicalisé"
"","","872","","","872","Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes"
"","","","8720","","8720","Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes"
"","","","","872001","872001","Institutions pour toxicomanes"
"","","","","872002","872002","Établissements pour les traitements psychosociaux"
"","","873","","","873","Hébergement social pour personnes âgées ou handicapées physiques"
"","","","8730","","8730","Hébergement social pour personnes âgées ou handicapées physiques"
"","","","","873001","873001","Maisons pour personnes âgées"
"","","","","873002","873002","Institutions pour personnes handicapées"
"","","879","","","879","Autres activités d'hébergement social"
"","","","8790","","8790","Autres activités d'hébergement social"
"","","","","879001","879001","Foyers pour enfants et adolescents"
"","","","","879002","879002","Maisons d'éducation"
"","","","","879003","879003","Autre action sociale avec hébergement"
"","88","","","","88","Action sociale sans hébergement"
"","","881","","","881","Action sociale sans hébergement pour personnes âgées et pour personnes handicapées"
"","","","8810","","8810","Action sociale sans hébergement pour personnes âgées et pour personnes handicapées"
"","","","","881000","881000","Action sociale sans hébergement pour personnes âgées et pour personnes handicapées"
"","","889","","","889","Autre action sociale sans hébergement"
"","","","8891","","8891","Action sociale sans hébergement pour jeunes enfants"
"","","","","889100","889100","Crèches et garderies d'enfants"
"","","","8899","","8899","Autre action sociale sans hébergement n.c.a."
"","","","","889901","889901","Oeuvres de bienfaisance, organisations caritatives"
"","","","","889902","889902","Autre action sociale n.c.a."
"R","","","","","R","ARTS, SPECTACLES ET ACTIVITÉS RÉCRÉATIVES"
"","90","","","","90","Activités créatives, artistiques et de spectacle"
"","","900","","","900","Activités créatives, artistiques et de spectacle"
"","","","9001","","9001","Arts du spectacle vivant"
"","","","","900101","900101","Troupes de théâtre et de ballet"
"","","","","900102","900102","Orchestres, choeurs, musiciens"
"","","","9002","","9002","Activités de soutien au spectacle vivant"
"","","","","900200","900200","Activités de soutien au spectacle vivant"
"","","","9003","","9003","Création artistique"
"","","","","900301","900301","Peintres, sculpteurs et autres artistes indépendants"
"","","","","900302","900302","Autres activités artistiques et littéraires"
"","","","","900303","900303","Journalistes indépendants"
"","","","9004","","9004","Gestion de salles de spectacles"
"","","","","900400","900400","Gestion de salles de spectacles"
"","91","","","","91","Bibliothèques, archives, musées et autres activités culturelles"
"","","910","","","910","Bibliothèques, archives, musées et autres activités culturelles"
"","","","9101","","9101","Gestion des bibliothèques et des archives"
"","","","","910100","910100","Gestion des bibliothèques et des archives"
"","","","9102","","9102","Gestion des musées"
"","","","","910200","910200","Gestion des musées"
"","","","9103","","9103","Gestion des sites et monuments historiques et des attractions touristiques similaires"
"","","","","910300","910300","Gestion des sites et monuments historiques et des attractions touristiques similaires"
"","","","9104","","9104","Gestion des jardins botaniques et zoologiques et des réserves naturelles"
"","","","","910400","910400","Gestion des jardins botaniques et zoologiques et des réserves naturelles"
"","92","","","","92","Organisation de jeux de hasard et d'argent"
"","","920","","","920","Organisation de jeux de hasard et d'argent"
"","","","9200","","9200","Organisation de jeux de hasard et d'argent"
"","","","","920000","920000","Organisation de jeux de hasard et d'argent"
"","93","","","","93","Activités sportives, récréatives et de loisirs"
"","","931","","","931","Activités liées au sport"
"","","","9311","","9311","Gestion d'installations sportives"
"","","","","931100","931100","Gestion d'installations sportives"
"","","","9312","","9312","Activités de clubs de sports"
"","","","","931200","931200","Associations sportives"
"","","","9313","","9313","Activités des centres de culture physique"
"","","","","931300","931300","Centres de gymnastique et de fitness"
"","","","9319","","9319","Autres activités liées au sport"
"","","","","931900","931900","Autres activités liées au sport"
"","","932","","","932","Activités récréatives et de loisirs"
"","","","9321","","9321","Activités des parcs d'attractions et parcs à thèmes"
"","","","","932100","932100","Activités des parcs d'attractions et parcs à thèmes"
"","","","9329","","9329","Autres activités récréatives et de loisirs"
"","","","","932900","932900","Autres activités récréatives et de loisirs"
"S","","","","","S","AUTRES ACTIVITÉS DE SERVICES"
"","94","","","","94","Activités des organisations associatives"
"","","941","","","941","Activités des organisations économiques, patronales et professionnelles"
"","","","9411","","9411","Activités des organisations patronales et consulaires"
"","","","","941100","941100","Activités des organisations patronales et consulaires"
"","","","9412","","9412","Activités des organisations professionnelles"
"","","","","941200","941200","Activités des organisations professionnelles"
"","","942","","","942","Activités des syndicats de salariés"
"","","","9420","","9420","Activités des syndicats de salariés"
"","","","","942000","942000","Activités des syndicats de salariés"
"","","949","","","949","Activités des autres organisations associatives"
"","","","9491","","9491","Activités des organisations religieuses"
"","","","","949101","949101","Paroisses et associations religieuses"
"","","","","949102","949102","Couvents et congrégations"
"","","","9492","","9492","Activités des organisations politiques"
"","","","","949200","949200","Activités des organisations politiques"
"","","","9499","","9499","Activités des organisations associatives n.c.a."
"","","","","949901","949901","Organisations pour la culture, la formation, les sciences et la recherche"
"","","","","949902","949902","Organisations pour la santé"
"","","","","949903","949903","Mouvements de jeunesse"
"","","","","949904","949904","Autres représentations d'intérêts et associations n.c.a."
"","95","","","","95","Réparation d'ordinateurs et de biens personnels et domestiques"
"","","951","","","951","Réparation d'ordinateurs et d'équipements de communication"
"","","","9511","","9511","Réparation d'ordinateurs et d'équipements périphériques"
"","","","","951100","951100","Réparation d'ordinateurs et d'équipements périphériques"
"","","","9512","","9512","Réparation d'équipements de communication"
"","","","","951200","951200","Réparation d'équipements de communication"
"","","952","","","952","Réparation de biens personnels et domestiques"
"","","","9521","","9521","Réparation de produits électroniques grand public"
"","","","","952100","952100","Réparation de produits électroniques grand public"
"","","","9522","","9522","Réparation d'appareils électroménagers et d'équipement pour la maison et le jardin"
"","","","","952200","952200","Réparation d'appareils électroménagers et d'équipement pour la maison et le jardin"
"","","","9523","","9523","Réparation de chaussures et d'articles en cuir"
"","","","","952300","952300","Réparation de chaussures et d'articles en cuir"
"","","","9524","","9524","Réparation de meubles et d'équipements du foyer"
"","","","","952400","952400","Réparation de meubles et d'équipements du foyer"
"","","","9525","","9525","Réparation d'articles d'horlogerie et de bijouterie"
"","","","","952500","952500","Réparation d'articles d'horlogerie et de bijouterie"
"","","","9529","","9529","Réparation d'autres biens personnels et domestiques"
"","","","","952900","952900","Réparation d'autres biens personnels et domestiques"
"","96","","","","96","Autres services personnels"
"","","960","","","960","Autres services personnels"
"","","","9601","","9601","Blanchisserie-teinturerie"
"","","","","960101","960101","Blanchisserie"
"","","","","960102","960102","Nettoyage à sec"
"","","","9602","","9602","Coiffure et soins de beauté"
"","","","","960201","960201","Salons de coiffure"
"","","","","960202","960202","Instituts de beauté"
"","","","9603","","9603","Services funéraires"
"","","","","960300","960300","Services funéraires"
"","","","9604","","9604","Entretien corporel"
"","","","","960401","960401","Saunas, solariums"
"","","","","960402","960402","Autres activités visant au bien-être physique"
"","","","9609","","9609","Autres services personnels n.c.a."
"","","","","960900","960900","Autres services personnels n.c.a."
"T","","","","","T","ACTIVITÉS DES MÉNAGES EN TANT QU'EMPLOYEURS; ACTIVITÉS INDIFFÉRENCIÉES DES MÉNAGES EN TANT QUE PRODUCTEURS DE BIENS ET SERVICES POUR USAGE PROPRE"
"","97","","","","97","Activités des ménages en tant qu'employeurs de personnel domestique"
"","","970","","","970","Activités des ménages en tant qu'employeurs de personnel domestique"
"","","","9700","","9700","Activités des ménages en tant qu'employeurs de personnel domestique"
"","","","","970000","970000","Activités des ménages en tant qu'employeurs de personnel domestique"
"","98","","","","98","Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre"
"","","981","","","981","Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre"
"","","","9810","","9810","Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre"
"","","","","981000","981000","Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre"
"","","982","","","982","Activités indifférenciées des ménages en tant que producteurs de services pour usage propre"
"","","","9820","","9820","Activités indifférenciées des ménages en tant que producteurs de services pour usage propre"
"","","","","982000","982000","Activités indifférenciées des ménages en tant que producteurs de services pour usage propre"
"U","","","","","U","ACTIVITÉS EXTRA-TERRITORIALES"
"","99","","","","99","Activités des organisations et organismes extraterritoriaux"
"","","990","","","990","Activités des organisations et organismes extraterritoriaux"
"","","","9900","","9900","Activités des organisations et organismes extraterritoriaux"
"","","","","990001","990001","Consulats"
"","","","","990002","990002","Ambassades"
"","","","","990003","990003","Organisations internationales"
