Sezione,Divisione,Gruppo,,Genere,Code,Name_it
"A","","","","","A","AGRICOLTURA, SILVICOLTURA E PESCA"
"","","","4329","","4329","Altri lavori di costruzione e installazione"
"","","","","432901","432901","Lavori d'isolamento termico, acustico e antivibrazioni"
"","","","","432902","432902","Altri lavori di costruzione e installazione"
"","","433","","","433","Completamento e finitura di edifici"
"","","","4331","","4331","Intonacatura"
"","","","","433100","433100","Intonacatura"
"","","","4332","","4332","Posa in opera di infissi"
"","","","","433200","433200","Posa in opera di infissi"
"","","","4333","","4333","Rivestimento di pavimenti e di muri"
"","","","","433301","433301","Rivestimento di pavimenti"
"","","","","433302","433302","Posa di piastrelle"
"","","","","433303","433303","Posa di carta da parati"
"","","","4334","","4334","Tinteggiatura e posa in opera di vetri"
"","","","","433401","433401","Tinteggiatura"
"","","","","433402","433402","Tinteggiatura e stuccatura senza predominanza"
"","","","","433403","433403","Posa in opera di vetrate"
"","","","4339","","4339","Altri lavori di completamento e di finitura degli edifici"
"","","","","433900","433900","Altri lavori di completamento e di finitura degli edifici"
"","","439","","","439","Altri lavori specializzati di costruzione"
"","","","4391","","4391","Realizzazione di coperture"
"","","","","439101","439101","Costruzione in legno (carpenteria)"
"","","","","439102","439102","Copertura di tetti"
"","","","","439103","439103","Lavori di lattoneria"
"","","","4399","","4399","Altri lavori specializzati di costruzione n.c.a."
"","","","","439901","439901","Lavori di impermeabilizzazione"
"","","","","439902","439902","Montaggio e smontaggio di ponteggi"
"","","","","439903","439903","Lavori di muratura"
"","","","","439904","439904","Noleggio di macchinari per la costruzione con operatore"
"","","","","439905","439905","Altri lavori speciali di costruzione n.c.a."
"G","","","","","G","COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI"
"","45","","","","45","Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli"
"","","451","","","451","Commercio di autoveicoli"
"","","","4511","","4511","Commercio di autovetture e di autoveicoli leggeri"
"","","","","451101","451101","Intermediari del commercio e commercio all'ingrosso di autovetture e di autoveicoli leggeri (< 3,5 t)"
"","","","","451102","451102","Commercio al dettaglio di autovetture e di autoveicoli leggeri (< 3,5 t)"
"","","","4519","","4519","Commercio di altri autoveicoli"
"","","","","451901","451901","Intermediari del commercio e commercio all'ingrosso di altri autoveicoli (> 3,5 t)"
"","","","","451902","451902","Commercio al dettaglio di altri autoveicoli (> 3,5 t)"
"","","452","","","452","Manutenzione e riparazione di autoveicoli"
"","","","4520","","4520","Manutenzione e riparazione di autoveicoli"
"","","","","452001","452001","Manutenzione e riparazione di autoveicoli"
"","","","","452002","452002","Riparazione e verniciatura di carrozzerie"
"","","453","","","453","Commercio di parti e accessori di autoveicoli"
"","","","4531","","4531","Commercio all'ingrosso di parti e accessori di autoveicoli"
"","","","","453100","453100","Commercio all'ingrosso di parti e accessori di autoveicoli"
"","","","4532","","4532","Commercio al dettaglio di parti e accessori di autoveicoli"
"","","","","453200","453200","Commercio al dettaglio di parti e accessori di autoveicoli"
"","","454","","","454","Commercio, manutenzione e riparazione di motocicli e relativi parti ed accessori"
"","","","4540","","4540","Commercio, manutenzione e riparazione di motocicli e relativi parti ed accessori"
"","","","","454000","454000","Commercio, manutenzione e riparazione di motocicli e relativi parti ed accessori"
"","46","","","","46","Commercio all'ingrosso, escluso quello di autoveicoli e di motocicli"
"","","461","","","461","Intermediari del commercio"
"","","","4611","","4611","Intermediari del commercio di materie prime agricole, di animali vivi, di materie prime tessili e di semilavorati"
"","","","","461100","461100","Intermediari del commercio di materie prime agricole, di animali vivi, di materie prime tessili e di semilavorati"
"","","","4612","","4612","Intermediari del commercio di combustibili, minerali, metalli e prodotti chimici"
"","","","","461200","461200","Intermediari del commercio di combustibili, minerali, metalli e prodotti chimici"
"","","","4613","","4613","Intermediari del commercio di legname e materiali da costruzione"
"","","","","461300","461300","Intermediari del commercio di legname e materiali da costruzione"
"","","","4614","","4614","Intermediari del commercio di macchinari, impianti industriali, navi e aeromobili"
"","","","","461400","461400","Intermediari del commercio di macchinari, impianti industriali, navi e aeromobili"
"","","","4615","","4615","Intermediari del commercio di mobili, articoli per la casa e ferramenta"
"","","","","461500","461500","Intermediari del commercio di mobili, articoli per la casa e ferramenta"
"","","","4616","","4616","Intermediari del commercio di prodotti tessili, abbigliamento, calzature e articoli in pelle"
"","","","","461600","461600","Intermediari del commercio di prodotti tessili, abbigliamento, calzature e articoli in pelle"
"","","","4617","","4617","Intermediari del commercio di prodotti alimentari, bevande e tabacco"
"","","","","461700","461700","Intermediari del commercio di prodotti alimentari, bevande e tabacco"
"","","","4618","","4618","Intermediari specializzati nel commercio di altri prodotti particolari"
"","","","","461800","461800","Intermediari specializzati nel commercio di altri prodotti particolari"
"","","","4619","","4619","Intermediari del commercio di vari prodotti senza prevalenza di alcuno"
"","","","","461900","461900","Intermediari del commercio di vari prodotti senza prevalenza di alcuno"
"","","462","","","462","Commercio all'ingrosso di materie prime agricole e animali vivi"
"","","","4621","","4621","Commercio all'ingrosso di cereali, tabacco grezzo, sementi e alimenti per il bestiame"
"","","","","462100","462100","Commercio all'ingrosso di cereali, tabacco grezzo, sementi e alimenti per il bestiame"
"","","","4622","","4622","Commercio all'ingrosso di fiori e piante"
"","","","","462200","462200","Commercio all'ingrosso di fiori e piante"
"","","","4623","","4623","Commercio all'ingrosso di animali vivi"
"","","","","462300","462300","Commercio all'ingrosso di animali vivi"
"","","","4624","","4624","Commercio all'ingrosso di pelli e cuoio"
"","","","","462400","462400","Commercio all'ingrosso di pelli e cuoio"
"","","463","","","463","Commercio all'ingrosso di prodotti alimentari, bevande e tabacco"
"","","","4631","","4631","Commercio all'ingrosso di frutta e ortaggi"
"","","","","463100","463100","Commercio all'ingrosso di frutta e ortaggi"
"","","","4632","","4632","Commercio all'ingrosso di carni e di prodotti a base di carne"
"","","","","463200","463200","Commercio all'ingrosso di carni e di prodotti a base di carne"
"","","","4633","","4633","Commercio all'ingrosso di prodotti lattiero-caseari, uova, oli e grassi commestibili"
"","","","","463300","463300","Commercio all'ingrosso di prodotti lattiero-caseari, uova, oli e grassi commestibili"
"","","","4634","","4634","Commercio all'ingrosso di bevande"
"","","","","463401","463401","Commercio all'ingrosso di vini e liquori"
"","","","","463402","463402","Commercio all'ingrosso di altre bevande"
"","","","4635","","4635","Commercio all'ingrosso di prodotti del tabacco"
"","","","","463500","463500","Commercio all'ingrosso di prodotti del tabacco"
"","","","4636","","4636","Commercio all'ingrosso di zucchero, cioccolato e dolciumi"
"","","","","463600","463600","Commercio all'ingrosso di zucchero, cioccolato e dolciumi"
"","","","4637","","4637","Commercio all'ingrosso di caffè, tè, cacao e spezie"
"","","","","463700","463700","Commercio all'ingrosso di caffè, tè, cacao e spezie"
"","","","4638","","4638","Commercio all'ingrosso di altri prodotti alimentari, inclusi pesci, crostacei e molluschi"
"","","","","463800","463800","Commercio all'ingrosso di altri prodotti alimentari, inclusi pesci, crostacei e molluschi"
"","","","4639","","4639","Commercio all'ingrosso non specializzato di prodotti alimentari, bevande e tabacco"
"","","","","463900","463900","Commercio all'ingrosso non specializzato di prodotti alimentari, bevande e tabacco"
"","","464","","","464","Commercio all'ingrosso di beni di consumo"
"","","","4641","","4641","Commercio all'ingrosso di prodotti tessili"
"","","","","464100","464100","Commercio all'ingrosso di prodotti tessili"
"","","","4642","","4642","Commercio all'ingrosso di abbigliamento e di calzature"
"","","","","464201","464201","Commercio all'ingrosso di abbigliamento"
"","","","","464202","464202","Commercio all'ingrosso di calzature"
"","","","4643","","4643","Commercio all'ingrosso di elettrodomestici"
"","","","","464301","464301","Commercio all'ingrosso di elettrodomestici"
"","","","","464302","464302","Commercio all'ingrosso di apparecchi radio e televisori"
"","","","","464303","464303","Commercio all'ingrosso di apparecchi fotografici e cinematografici, strumenti di precisione e ottici"
"","","","4644","","4644","Commercio all'ingrosso di articoli di porcellana e di vetro e di prodotti per la pulizia"
"","","","","464400","464400","Commercio all'ingrosso di articoli di porcellana e di vetro e di prodotti per la pulizia"
"","","","4645","","4645","Commercio all'ingrosso di profumi e cosmetici"
"","","","","464500","464500","Commercio all'ingrosso di profumi e cosmetici"
"","","","4646","","4646","Commercio all'ingrosso di prodotti farmaceutici"
"","","","","464601","464601","Commercio all'ingrosso di prodotti farmaceutici"
"","","","","464602","464602","Commercio all'ingrosso di articoli medicali, chirurgici e ortopedici"
"","","","4647","","4647","Commercio all'ingrosso di mobili, tappeti e articoli per l'illuminazione"
"","","","","464700","464700","Commercio all'ingrosso di mobili, tappeti e articoli per l'illuminazione"
"","","","4648","","4648","Commercio all'ingrosso di orologi e gioielleria"
"","","","","464801","464801","Commercio all'ingrosso di orologi"
"","","","","464802","464802","Commercio all'ingrosso di gioielleria"
"","","","4649","","4649","Commercio all'ingrosso di altri beni di consumo"
"","","","","464901","464901","Commercio all'ingrosso di articoli di cartoleria, libri e giornali"
"","","","","464902","464902","Commercio all'ingrosso di giochi e giocattoli"
"","","","","464903","464903","Commercio all'ingrosso di articoli sportivi"
"","","","","464904","464904","Commercio all'ingrosso di marocchinerie e articoli da viaggio"
"","","","","464905","464905","Commercio all'ingrosso di articoli da regalo e oggetti ricordo"
"","","","","464906","464906","Commercio all'ingrosso di altri prodotti per uso domestico n.c.a."
"","","465","","","465","Commercio all'ingrosso di apparecchiature ICT"
"","","","4651","","4651","Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software"
"","","","","465101","465101","Commercio all'ingrosso di computer e apparecchiature informatiche periferiche"
"","","","","465102","465102","Commercio all'ingrosso di software"
"","","","4652","","4652","Commercio all'ingrosso di apparecchiature elettroniche e per telecomunicazioni e di loro componenti"
"","","","","465200","465200","Commercio all'ingrosso di apparecchiature elettroniche e per telecomunicazioni e di loro componenti"
"","","466","","","466","Commercio all'ingrosso di altri macchinari, attrezzature e forniture"
"","","","4661","","4661","Commercio all'ingrosso di macchinari, attrezzature forniture agricole"
"","","","","466100","466100","Commercio all'ingrosso di macchinari, attrezzature forniture agricole"
"","","","4662","","4662","Commercio all'ingrosso di macchine utensili"
"","","","","466200","466200","Commercio all'ingrosso di macchine utensili"
"","","","4663","","4663","Commercio all'ingrosso di macchinari per l'estrazione, l'edilizia e l'ingegneria civile"
"","","","","466300","466300","Commercio all'ingrosso di macchinari per l'estrazione, l'edilizia e l'ingegneria civile"
"","","","4664","","4664","Commercio all'ingrosso di macchinari per l'industria tessile, di macchine per cucire e per maglieria"
"","","","","466400","466400","Commercio all'ingrosso di macchinari per l'industria tessile, di macchine per cucire e per maglieria"
"","","","4665","","4665","Commercio all'ingrosso di mobili per ufficio"
"","","","","466500","466500","Commercio all'ingrosso di mobili per ufficio"
"","","","4666","","4666","Commercio all'ingrosso di altri macchinari e attrezzature per ufficio"
"","","","","466600","466600","Commercio all'ingrosso di altri macchinari e attrezzature per ufficio"
"","","","4669","","4669","Commercio all'ingrosso di altri macchinari e attrezzature"
"","","","","466900","466900","Commercio all'ingrosso di altri macchinari e attrezzature"
"","","467","","","467","Commercio all'ingrosso specializzato di altri prodotti"
"","","","4671","","4671","Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati"
"","","","","467100","467100","Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati"
"","","","4672","","4672","Commercio all'ingrosso di metalli e di minerali metalliferi"
"","","","","467200","467200","Commercio all'ingrosso di metalli e di minerali metalliferi"
"","","","4673","","4673","Commercio all'ingrosso di legname, materiali da costruzione e apparecchi igienico-sanitari"
"","","","","467301","467301","Commercio all'ingrosso di legname e di elementi da costruzione in legno"
"","","","","467302","467302","Commercio all'ingrosso di materiali da costruzione"
"","","","","467303","467303","Commercio all'ingrosso di vetro piano, prodotti di verniciatura e articoli igienico-sanitari"
"","","","4674","","4674","Commercio all'ingrosso di ferramenta, di apparecchi e accessori per impianti idraulici e di riscaldamento"
"","","","","467400","467400","Commercio all'ingrosso di ferramenta, di apparecchi e accessori per impianti idraulici e di riscaldamento"
"","","","4675","","4675","Commercio all'ingrosso di prodotti chimici"
"","","","","467500","467500","Commercio all'ingrosso di prodotti chimici"
"","","","4676","","4676","Commercio all'ingrosso di altri prodotti intermedi"
"","","","","467600","467600","Commercio all'ingrosso di altri prodotti intermedi"
"","","","4677","","4677","Commercio all'ingrosso di rottami e cascami"
"","","","","467701","467701","Commercio all'ingrosso di pezzi separati d'automobili, recupero d'automobili"
"","","","","467702","467702","Commercio all'ingrosso di rottami e cascami"
"","","469","","","469","Commercio all'ingrosso non specializzato"
"","","","4690","","4690","Commercio all'ingrosso non specializzato"
"","","","","469000","469000","Commercio all'ingrosso non specializzato"
"","47","","","","47","Commercio al dettaglio, escluso quello di autoveicoli e di motocicli"
"","","471","","","471","Commercio al dettaglio in esercizi non specializzati"
"","","","4711","","4711","Commercio al dettaglio in esercizi non specializzati con prevalenza di prodotti alimentari, bevande o tabacco"
"","","","","471101","471101","Ipermercati (> 2500 m2)"
"","","","","471102","471102","Grandi supermercati (1000-2499 m2)"
"","","","","471103","471103","Piccoli supermercati (400-999 m2)"
"","","","","471104","471104","Grandi esercizi (100-399 m2)"
"","","","","471105","471105","Piccoli esercizi (< 100 m2)"
"","","","4719","","4719","Commercio al dettaglio in altri esercizi non specializzati"
"","","","","471901","471901","Grandi magazzini"
"","","","","471902","471902","Altro commercio al dettaglio in esercizi non specializzati n.c.a."
"","","472","","","472","Commercio al dettaglio di prodotti alimentari, bevande e tabacco in esercizi specializzati"
"","","","4721","","4721","Commercio al dettaglio di frutta e verdura in esercizi specializzati"
"","","","","472100","472100","Commercio al dettaglio di frutta e verdura in esercizi specializzati"
"","","","4722","","4722","Commercio al dettaglio di carni e di prodotti a base di carne in esercizi specializzati"
"","","","","472200","472200","Commercio al dettaglio di carni e di prodotti a base di carne in esercizi specializzati"
"","","","4723","","4723","Commercio al dettaglio di pesci, crostacei e molluschi in esercizi specializzati"
"","","","","472300","472300","Commercio al dettaglio di pesci, crostacei e molluschi in esercizi specializzati"
"","","","4724","","4724","Commercio al dettaglio di pane, pasticceria e dolciumi in esercizi
specializzati"
"","","","","472401","472401","Commercio al dettaglio di pane, pasticceria e dolciumi"
"","","","","472402","472402","Panetterie e tea room"
"","","","4725","","4725","Commercio al dettaglio di bevande in esercizi specializzati"
"","","","","472500","472500","Commercio al dettaglio di bevande in esercizi specializzati"
"","","","4726","","4726","Commercio al dettaglio di prodotti del tabacco in esercizi specializzati"
"","","","","472600","472600","Commercio al dettaglio di prodotti del tabacco in esercizi specializzati"
"","","","4729","","4729","Commercio al dettaglio di altri prodotti alimentari in esercizi specializzati"
"","","","","472901","472901","Commercio al dettaglio di prodotti lattiero-caseari e uova"
"","","","","472902","472902","Altro commercio al dettaglio di prodotti alimentari, bevande e tabacco in esercizi specializzati n.c.a."
"","","473","","","473","Commercio al dettaglio di carburante per autotrazione in esercizi specializzati"
"","","","4730","","4730","Commercio al dettaglio di carburante per autotrazione in esercizi specializzati"
"","","","","473000","473000","Commercio al dettaglio di carburante per autotrazione in esercizi specializzati"
"","","474","","","474","Commercio al dettaglio di apparecchiature di informazione e comunicazione in esercizi specializzati"
"","","","4741","","4741","Commercio al dettaglio di computer, unità periferiche e software in esercizi specializzati"
"","","","","474100","474100","Commercio al dettaglio di computer, unità periferiche e software in esercizi specializzati"
"","","","4742","","4742","Commercio al dettaglio di apparecchiature per le telecomunicazioni in esercizi specializzati"
"","","","","474200","474200","Commercio al dettaglio di apparecchiature per le telecomunicazioni in esercizi specializzati"
"","","","4743","","4743","Commercio al dettaglio di apparecchiature audio e video in esercizi specializzati"
"","","","","474300","474300","Commercio al dettaglio di apparecchiature audio e video in esercizi specializzati"
"","","475","","","475","Commercio al dettaglio di altri oggetti di uso domestico in esercizi specializzati"
"","","","4751","","4751","Commercio al dettaglio di prodotti tessili in esercizi specializzati"
"","","","","475100","475100","Commercio al dettaglio di prodotti tessili in esercizi specializzati"
"","","","4752","","4752","Commercio al dettaglio di ferramenta, vernici e vetro in esercizi specializzati"
"","","","","475201","475201","Commercio al dettaglio specializzato di ferramenta"
"","","","","475202","475202","Commercio al dettaglio di altri articoli di ferramenta, colori, vernici, vetro, materiale da costruzione e da bricolage"
"","","","4753","","4753","Commercio al dettaglio di tappeti, scendiletto e rivestimenti per pavimenti e pareti in esercizi specializzati"
"","","","","475300","475300","Commercio al dettaglio di tappeti, scendiletto e rivestimenti per pavimenti e pareti in esercizi specializzati"
"","","","4754","","4754","Commercio al dettaglio di elettrodomestici in esercizi specializzati"
"","","","","475400","475400","Commercio al dettaglio di elettrodomestici in esercizi specializzati"
"","","","4759","","4759","Commercio al dettaglio di mobili, di articoli per l'illuminazione e altri articoli per la casa in esercizi specializzati"
"","","","","475901","475901","Commercio al dettaglio di strumenti musicali"
"","","","","475902","475902","Commercio al dettaglio di mobili"
"","","","","475903","475903","Commercio al dettaglio di articoli diversi per uso domestico n.c.a."
"","","476","","","476","Commercio al dettaglio di articoli culturali e ricreativi in esercizi specializzati"
"","","","4761","","4761","Commercio al dettaglio di libri in esercizi specializzati"
"","","","","476100","476100","Commercio al dettaglio di libri in esercizi specializzati"
"","","","4762","","4762","Commercio al dettaglio di giornali e articoli di cartoleria in esercizi specializzati"
"","","","","476201","476201","Commercio al dettaglio di giornali e periodici; chioschi"
"","","","","476202","476202","Commercio al dettaglio di articoli di cartoleria e di forniture per uffici"
"","","","4763","","4763","Commercio al dettaglio di registrazioni musicali e video in esercizi specializzati"
"","","","","476300","476300","Commercio al dettaglio di registrazioni musicali e video in esercizi specializzati"
"","","","4764","","4764","Commercio al dettaglio di articoli sportivi in esercizi specializzati"
"","","","","476401","476401","Commercio al dettaglio di biciclette"
"","","","","476402","476402","Commercio al dettaglio di articoli sportivi"
"","","","4765","","4765","Commercio al dettaglio di giochi e giocattoli in esercizi specializzati"
"","","","","476500","476500","Commercio al dettaglio di giochi e giocattoli in esercizi specializzati"
"","","477","","","477","Commercio al dettaglio di altri prodotti in esercizi specializzati"
"","","","4771","","4771","Commercio al dettaglio di articoli di abbigliamento in esercizi specializzati"
"","","","","477101","477101","Commercio al dettaglio di confezioni per donna"
"","","","","477102","477102","Commercio al dettaglio di confezioni per uomo"
"","","","","477103","477103","Commercio al dettaglio di confezioni per bambini e neonati"
"","","","","477104","477104","Commercio al dettaglio di pellicce"
"","","","","477105","477105","Commercio al dettaglio di accessori d'abbigliamento e di articoli d'abbigliamento senza predominanza"
"","","","4772","","4772","Commercio al dettaglio di calzature e articoli in pelle in esercizi specializzati"
"","","","","477201","477201","Commercio al dettaglio di calzature"
"","","","","477202","477202","Commercio al dettaglio di articoli di pelletteria e da viaggio"
"","","","4773","","4773","Commercio al dettaglio di medicinali in esercizi specializzati"
"","","","","477300","477300","Commercio al dettaglio di medicinali in esercizi specializzati"
"","","","4774","","4774","Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati"
"","","","","477400","477400","Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati"
"","","","4775","","4775","Commercio al dettaglio di cosmetici e di articoli di profumeria in esercizi specializzati"
"","","","","477501","477501","Drogherie"
"","","","","477502","477502","Profumerie e altro commercio al dettaglio di cosmetici, profumi e prodotti per la toeletta"
"","","","4776","","4776","Commercio al dettaglio di fiori, piante, semi, fertilizzanti, animali domestici e alimenti per animali domestici in esercizi specializzati"
"","","","","477601","477601","Commercio al dettaglio di cereali, alimenti per il bestiame e prodotti agricoli"
"","","","","477602","477602","Commercio al dettaglio di fiori e piante"
"","","","","477603","477603","Commercio al dettaglio di animali domestici e accessori per animali domestici"
"","","","4777","","4777","Commercio al dettaglio di orologi e articoli di gioielleria in esercizi specializzati"
"","","","","477700","477700","Commercio al dettaglio di orologi e articoli di gioielleria in esercizi specializzati"
"","","","4778","","4778","Commercio al dettaglio di altri prodotti (esclusi quelli di seconda mano) in esercizi specializzati"
"","","","","477801","477801","Commercio al dettaglio di combustibili e carburanti"
"","","","","477802","477802","Commercio al dettaglio di occhiali e articoli simili"
"","","","","477803","477803","Commercio al dettaglio di articoli fotografici"
"","","","","477804","477804","Commercio al dettaglio di articoli da regalo e oggetti ricordo"
"","","","","477805","477805","Commercio al dettaglio di oggetti d'arte"
"","","","","477806","477806","Commercio al dettaglio di altri prodotti in esercizi specializzati n.c.a."
"","","","4779","","4779","Commercio al dettaglio di articoli di seconda mano"
"","","","","477901","477901","Commercio al dettaglio di oggetti di antiquariato"
"","","","","477902","477902","Commercio al dettaglio di altri articoli di seconda mano n.c.a. (nei negozi)"
"","","478","","","478","Commercio al dettaglio ambulante in bancarelle e mercati"
"","","","4781","","4781","Commercio al dettaglio ambulante in bancarelle e mercati di prodotti alimentari, bevande e tabacco"
"","","","","478100","478100","Commercio al dettaglio ambulante in bancarelle e mercati di prodotti alimentari, bevande e tabacco"
"","","","4782","","4782","Commercio al dettaglio ambulante in bancarelle e mercati di prodotti tessili, abbigliamento e calzature"
"","","","","478200","478200","Commercio al dettaglio ambulante in bancarelle e mercati di prodotti tessili, abbigliamento e calzature"
"","","","4789","","4789","Commercio al dettaglio ambulante in bancarelle e mercati di altri prodotti"
"","","","","478900","478900","Commercio al dettaglio ambulante in bancarelle e mercati di altri prodotti"
"","","479","","","479","Commercio al dettaglio al di fuori dei negozi, delle bancarelle e dei mercati"
"","","","4791","","4791","Commercio al dettaglio per corrispondenza o attraverso Internet"
"","","","","479100","479100","Commercio al dettaglio per corrispondenza o attraverso Internet"
"","","","4799","","4799","Altri tipi di commercio al dettaglio al di fuori dei negozi, delle bancarelle e dei mercati"
"","","","","479900","479900","Altri tipi di commercio al dettaglio al di fuori dei negozi, delle bancarelle e dei mercati"
"H","","","","","H","TRASPORTO E MAGAZZINAGGIO"
"","49","","","","49","Trasporto terrestre e trasporto mediante condotte"
"","","491","","","491","Trasporto ferroviario di passeggeri (interurbano)"
"","","","4910","","4910","Trasporto ferroviario di passeggeri (interurbano)"
"","","","","491000","491000","Trasporti ferroviario di passeggeri (interurbano)"
"","","492","","","492","Trasporto ferroviario di merci"
"","","","4920","","4920","Trasporto ferroviario di merci"
"","","","","492000","492000","Trasporto ferroviario di merci"
"","","493","","","493","Altri trasporti terrestri di passeggeri"
"","","","4931","","4931","Trasporto terrestre di passeggeri in aree urbane e suburbane"
"","","","","493100","493100","Trasporto terrestre di passeggeri in aree urbane e suburbane"
"","","","4932","","4932","Trasporto con taxi"
"","","","","493200","493200","Trasporto con taxi"
"","","","4939","","4939","Altri trasporti terrestri di passeggeri n.c.a."
"","","","","493901","493901","Trasporti terrestri non regolari di passeggeri"
"","","","","493902","493902","Trasporti regolari regionali e interurbani di viaggiatori"
"","","","","493903","493903","Trasporti mediante teleferiche, funicolari e sciovie"
"","","494","","","494","Trasporto di merci su strada e servizi di trasloco"
"","","","4941","","4941","Trasporto di merci su strada"
"","","","","494100","494100","Trasporto di merci su strada"
"","","","4942","","4942","Servizi di trasloco"
"","","","","494200","494200","Servizi di trasloco"
"","","495","","","495","Trasporto mediante condotte"
"","","","4950","","4950","Trasporto mediante condotte"
"","","","","495000","495000","Trasporto mediante condotte"
"","50","","","","50","Trasporti marittimi e per vie d'acqua"
"","","501","","","501","Trasporto marittimo e costiero di passeggeri"
"","","","5010","","5010","Trasporto marittimo e costiero di passeggeri"
"","","","","501000","501000","Trasporto marittimo e costiero di passeggeri"
"","","502","","","502","Trasporto marittimo e costiero di merci"
"","","","5020","","5020","Trasporto marittimo e costiero di merci"
"","","","","502000","502000","Trasporto marittimo e costiero di merci"
"","","503","","","503","Trasporto di passeggeri per vie d'acqua interne"
"","","","5030","","5030","Trasporto di passeggeri per vie d'acqua interne"
"","","","","503000","503000","Trasporto di passeggeri per vie d'acqua interne"
"","","504","","","504","Trasporto di merci per vie d'acqua interne"
"","","","5040","","5040","Trasporto di merci per vie d'acqua interne"
"","","","","504000","504000","Trasporto di merci per vie d'acqua interne"
"","51","","","","51","Trasporto aereo"
"","","511","","","511","Trasporto aereo di passeggeri"
"","","","5110","","5110","Trasporto aereo di passeggeri"
"","","","","511000","511000","Trasporto aereo di passeggeri"
"","","512","","","512","Trasporto aereo di merci e trasporto spaziale"
"","","","5121","","5121","Trasporto aereo di merci"
"","","","","512100","512100","Trasporto aereo di merci"
"","","","5122","","5122","Trasporto spaziale"
"","","","","512200","512200","Trasporto spaziale"
"","52","","","","52","Magazzinaggio e attività di supporto ai trasporti"
"","","521","","","521","Magazzinaggio e custodia"
"","","","5210","","5210","Magazzinaggio e custodia"
"","","","","521000","521000","Magazzinaggio e custodia"
"","","522","","","522","Attività di supporto ai trasporti"
"","","","5221","","5221","Attività dei servizi connessi al trasporto terrestre"
"","","","","522100","522100","Attività dei servizi connessi al trasporto terrestre"
"","","","5222","","5222","Attività dei servizi connessi al trasporto marittimo e per vie d'acqua"
"","","","","522200","522200","Attività dei servizi connessi al trasporto marittimo e per vie d'acqua"
"","","","5223","","5223","Attività dei servizi connessi al trasporto aereo"
"","","","","522300","522300","Attività dei servizi connessi al trasporto aereo"
"","","","5224","","5224","Movimentazione merci"
"","","","","522400","522400","Movimentazione merci"
"","","","5229","","5229","Altre attività di supporto connesse ai trasporti"
"","","","","522900","522900","Altre attività di supporto connesse ai trasporti"
"","53","","","","53","Servizi postali e attività di corriere"
"","","531","","","531","Attività postali con obbligo di servizio universale"
"","","","5310","","5310","Attività postali con obbligo di servizio universale"
"","","","","531000","531000","Attività postali con obbligo di servizio universale"
"","","532","","","532","Altre attività postali e di corriere"
"","","","5320","","5320","Altre attività postali e di corriere"
"","","","","532000","532000","Altre attività postali e di corriere"
"I","","","","","I","SERVIZI DI ALLOGGIO E DI RISTORAZIONE"
"","55","","","","55","Servizi di alloggio"
"","","551","","","551","Alberghi e alloggio simili"
"","","","5510","","5510","Alberghi e alloggio simili"
"","","","","551001","551001","Alberghi, locande e pensioni con ristorante"
"","","","","551002","551002","Alberghi, locande e pensioni senza ristorante"
"","","","","551003","551003","Amministrazione e gestione di alberghi"
"","","552","","","552","Alloggi per vacanze e altre strutture per brevi soggiorni"
"","","","5520","","5520","Alloggi per vacanze e altre strutture per brevi soggiorni"
"","","","","552001","552001","Appartamenti e case di vacanza"
"","","","","552002","552002","Alloggi collettivi"
"","","","","552003","552003","Amministrazione e gestione di case di vacanza e alloggi collettivi"
"","","553","","","553","Aree di campeggio e aree attrezzate per camper e roulotte"
"","","","5530","","5530","Aree di campeggio e aree attrezzate per camper e roulotte"
"","","","","553001","553001","Campeggi"
"","","","","553002","553002","Amministrazione e gestione di campeggi"
"","","559","","","559","Altri alloggi"
"","","","5590","","5590","Altri alloggi"
"","","","","559000","559000","Altri alloggi"
"","56","","","","56","Attività di servizi di ristorazione"
"","","561","","","561","Ristoranti e attività di ristorazione mobile"
"","","","5610","","5610","Ristoranti e attività di ristorazione mobile"
"","","","","561001","561001","Ristoranti, locali per la piccola ristorazione, tea room e gelaterie"
"","","","","561002","561002","Ristoranti con possibilità d'alloggio"
"","","","","561003","561003","Amministrazione e gestione di stabilimenti attivi nella ristorazione"
"","","562","","","562","Catering per eventi e altri servizi di ristorazione"
"","","","5621","","5621","Catering per eventi"
"","","","","562100","562100","Catering per eventi"
"","","","5629","","5629","Altri servizi di ristorazione"
"","","","","562900","562900","Altri servizi di ristorazione"
"","","563","","","563","Somministrazione di bevande"
"","","","5630","","5630","Somministrazione di bevande"
"","","","","563001","563001","Bar"
"","","","","563002","563002","Discoteche, sale da ballo, night club e simili"
"J","","","","","J","SERVIZI DI INFORMAZIONE E COMUNICAZIONE"
"","58","","","","58","Attività editoriali"
"","","581","","","581","Edizione di libri, periodici e altre attività editoriali"
"","","","5811","","5811","Edizione di libri"
"","","","","581100","581100","Edizione di libri"
"","","","5812","","5812","Pubblicazione di elenchi e mailing list"
