Sezione,Divisione,Gruppo,,Genere,Code,Name_it
"A","","","","","A","AGRICOLTURA, SILVICOLTURA E PESCA"
"","","","","932900","932900","Altre attività di intrattenimento e di divertimento"
"S","","","","","S","ALTRE ATTIVITÀ DI SERVIZI"
"","94","","","","94","Attività di organizzazioni associative"
"","","941","","","941","Attività di organizzazioni economiche, di datori di lavoro e professionali"
"","","","9411","","9411","Attività di organizzazioni economiche e di datori di lavoro"
"","","","","941100","941100","Attività di organizzazioni economiche e di datori di lavoro"
"","","","9412","","9412","Attività di organizzazioni associative professionali"
"","","","","941200","941200","Attività di organizzazioni associative professionali"
"","","942","","","942","Attività dei sindacati"
"","","","9420","","9420","Attività dei sindacati"
"","","","","942000","942000","Attività dei sindacati"
"","","949","","","949","Attività di altre organizzazioni associative"
"","","","9491","","9491","Attività delle organizzazioni religiose"
"","","","","949101","949101","Parrocchie, curie e organizzazioni religiose"
"","","","","949102","949102","Conventi e congregazioni religiose"
"","","","9492","","9492","Attività delle organizzazioni politiche"
"","","","","949200","949200","Attività delle organizzazioni politiche"
"","","","9499","","9499","Attività di altre organizzazioni associative n.c.a."
"","","","","949901","949901","Organizzazioni per il promovimento della cultura, della formazione, delle scienze e della ricerca"
"","","","","949902","949902","Organizzazioni per la salute"
"","","","","949903","949903","Associazioni giovanili"
"","","","","949904","949904","Altre attività di organizzazioni associative n.c.a."
"","95","","","","95","Riparazione di computer e di beni per uso personale e per la casa"
"","","951","","","951","Riparazione di computer e di apparecchiature per le comunicazioni"
"","","","9511","","9511","Riparazione di computer e di unità periferiche"
"","","","","951100","951100","Riparazione di computer e di unità periferiche"
"","","","9512","","9512","Riparazione di apparecchiature per le comunicazioni"
"","","","","951200","951200","Riparazione di apparecchiature per le comunicazioni"
"","","952","","","952","Riparazione di beni per uso personale e per la casa"
"","","","9521","","9521","Riparazione di prodotti di elettronica di consumo"
"","","","","952100","952100","Riparazione di prodotti di elettronica di consumo"
"","","","9522","","9522","Riparazione di elettrodomestici e di articoli per la casa e il giardinaggio"
"","","","","952200","952200","Riparazione di elettrodomestici e di articoli per la casa e il giardinaggio"
"","","","9523","","9523","Riparazione di calzature e articoli in pelle"
"","","","","952300","952300","Riparazione di calzature e articoli in pelle"
"","","","9524","","9524","Riparazione di mobili e di oggetti di arredamento"
"","","","","952400","952400","Riparazione di mobili e di oggetti di arredamento"
"","","","9525","","9525","Riparazione di orologi e di gioielli"
"","","","","952500","952500","Riparazione di orologi e di gioielli"
"","","","9529","","9529","Riparazione di altri beni per uso personale e per la casa"
"","","","","952900","952900","Riparazione di altri beni per uso personale e per la casa"
"","96","","","","96","Altre attività di servizi personali"
"","","960","","","960","Altre attività di servizi personali"
"","","","9601","","9601","Lavanderia e pulitura (a secco) di articoli tessili e pellicce"
"","","","","960101","960101","Lavanderia"
"","","","","960102","960102","Pulitura a secco"
"","","","9602","","9602","Parrucchieri e altri trattamenti di bellezza"
"","","","","960201","960201","Saloni di parrucchiere"
"","","","","960202","960202","Istituti di bellezza"
"","","","9603","","9603","Servizi di pompe funebri e attività connesse"
"","","","","960300","960300","Servizi di pompe funebri e attività connesse"
"","","","9604","","9604","Attività degli istituti per il benessere fisico"
"","","","","960401","960401","Saune, solarium"
"","","","","960402","960402","Altri servizi per migliorare il benessere fisico"
"","","","9609","","9609","Altre attività di servizi personali n.c.a."
"","","","","960900","960900","Altre attività di servizi personali n.c.a."
"T","","","","","T","ATTIVITÀ DI FAMIGLIE E CONVIVENZE COME DATORI DI LAVORO PER PERSONALE DOMESTICO; PRODUZIONE DI BENI E SERVIZI INDIFFERENZIATI PER USO PROPRIO DA PARTE DI FAMIGLIE E CONVIVENZE"
"","97","","","","97","Attività di famiglie e convivenze come datori di lavoro per personale domestico"
"","","970","","","970","Attività di famiglie e convivenze come datori di lavoro per personale domestico"
"","","","9700","","9700","Attività di famiglie e convivenze come datori di lavoro per personale domestico"
"","","","","970000","970000","Attività di famiglie e convivenze come datori di lavoro per personale domestico"
"","98","","","","98","Produzione di beni e di servizi indifferenziati per uso proprio da parte di famiglie e convivenze"
"","","981","","","981","Produzione di beni indifferenziati per uso proprio da parte di famiglie e convivenze"
"","","","9810","","9810","Produzione di beni indifferenziati per uso proprio da parte di famiglie e convivenze"
"","","","","981000","981000","Produzione di beni indifferenziati per uso proprio da parte di famiglie e convivenze"
"","","982","","","982","Produzione di servizi indifferenziati per uso proprio da parte di famiglie e convivenze"
"","","","9820","","9820","Produzione di servizi indifferenziati per uso proprio da parte di famiglie e convivenze"
"","","","","982000","982000","Produzione di servizi indifferenziati per uso proprio da parte di famiglie e convivenze"
"U","","","","","U","ATTIVITÀ DI ORGANIZZAZIONI E ORGANISMI EXTRATERRITORIALI"
"","99","","","","99","Attività di organizzazioni e organismi extraterritoriali"
"","","990","","","990","Attività di organizzazioni e organismi extraterritoriali"
"","","","9900","","9900","Attività di organizzazioni e organismi extraterritoriali"
"","","","","990001","990001","Consolati"
"","","","","990002","990002","Ambasciate"
"","","","","990003","990003","Organizzazioni internazionali"
